date,Line1,Line2,Line4,Line5,Line6,Line7,Line8,Line9,Line10,Line11,Line13,Line14,Line15,Line16,Line17,Line19,LineFS,LineCP,LineYZ,LineYF,LineS1,LineT1,LineXJ,LineSD,LineDX
2023/10/20,110.37,80.66,115.63,92.23,110.06,59.91,70.08,48.37,183.43,0.17,59.29,92.65,43.59,29.97,7.28,19.52,29.2,41.73,22.74,3.65,5.48,0.25,3.57,2.78,4.71
2023/10/21,75.78,49.05,91.75,60.05,70.2,43.01,61.68,27.36,116.03,0.35,33.85,60.27,25.95,19.5,4.9,11.02,17.76,26.49,14.09,2.39,3.36,0.15,9.35,2.02,3.65
2023/10/22,65.54,45.72,84.43,53.47,63.42,39.75,53.17,27.12,103.52,0.24,31.13,55.57,23.82,17.58,4.48,10.06,16.73,24.03,13.11,2.51,3.02,0.16,7.98,2.29,4.13
2023/10/23,98.03,72.8,101.58,84.97,100.86,54.43,61.92,43.64,167.12,0.11,54.31,83.05,40.35,27.67,7.03,18.3,27.32,37.68,21.37,3,5.24,0.23,4.81,2.13,4.01
2023/10/24,101.36,71.84,100.28,85.73,101.78,53.58,63.25,42.86,166.05,0.15,53.33,82.37,40.5,27.15,7,17.95,27.01,37.7,21.28,2.88,5.21,0.23,4.18,2.02,3.8
2023/10/25,101.46,71.94,100.8,86.05,101.78,53.58,63.85,42.51,167.84,0.12,53.69,83.02,42.15,27.23,6.96,18.13,26.87,38.3,21.38,2.86,5.2,0.23,4.42,2.17,4
2023/10/26,102.09,72.1,101.46,86.02,101.48,54.64,64.21,42.57,166.72,0.12,53.41,83.13,42.55,27.18,6.97,18.05,26.76,37.88,21.26,2.84,5.25,0.23,4.56,2.16,4.02
2023/10/27,108.82,78.51,113.79,91.04,108.62,59.22,69.72,47.57,181.16,0.17,58.15,91.24,45.05,29.74,7.35,19.45,29.35,41.4,22.75,3.61,5.47,0.26,4.95,2.69,4.94
2023/10/28,75.82,49.65,91.37,60.99,70.5,44.09,65.26,27.68,115.82,0.16,33.54,59.48,26.75,19.73,5.07,10.87,17.81,26.41,14.16,2.42,3.45,0.16,9.63,2.02,3.8
2023/10/29,65.03,46.47,83.07,53.69,62.52,39.76,53.85,26.63,102.12,0.14,30.98,53.62,23.77,17.34,4.47,10.12,16.51,23.93,12.74,2.54,3.13,0.15,7.37,2.23,4.19
2023/10/30,96.83,71.44,99.8,83.7,99.9,53.7,59.55,42.8,164.68,0.13,53.84,82.33,39.77,27.46,7.13,18.12,27.07,37.48,21.52,2.97,5.25,0.23,3.91,2.22,3.91
2023/10/31,100.06,70.29,97.85,84.22,100.67,53.88,60.54,42.25,163.49,0.14,52.82,81.41,39.54,26.99,6.9,17.7,26.72,37.68,20.94,2.82,5.21,0.22,3.52,1.97,3.57
2023/11/1,99.26,70.17,98.12,83.86,100.2,52.15,60.55,41.97,163.17,0.14,53.03,81.08,39.57,26.85,6.89,17.66,26.63,37.81,21.02,2.83,5.19,0.21,3.49,2.07,3.45
2023/11/2,97.58,67.28,98.69,83.51,99.71,52.8,59.3,42.16,162.93,0.11,52.59,80.81,39.36,26.98,6.87,17.78,26.7,37.44,20.91,2.83,5.18,0.22,3.43,2.06,3.58
2023/11/3,105.71,76.59,111.32,88.95,107.3,57.55,65.9,47.47,178.68,0.12,56.74,89.59,42.8,29.64,7.25,19.2,28.98,40.82,22.42,3.6,5.41,0.24,4.32,2.39,4.49
2023/11/4,68.34,45.09,84.25,56.63,65.5,39.99,56,25.85,108.73,0.12,31.41,55.01,24.47,18.54,4.71,10.17,16.72,24.86,13.22,2.17,3.26,0.15,9.03,1.73,3.54
2023/11/5,50.67,35.56,65.27,43.14,49.19,32.28,36.88,22.83,81.37,0.07,25.38,44.69,18.95,13.66,3.53,8.23,13.8,19.23,10.3,2.09,2.52,0.13,2.67,1.96,3.92
2023/11/6,95.49,70.87,98.33,82.87,98.39,52.48,57.74,42.82,163.23,0.1,53.26,81.78,39.38,27.27,6.96,17.94,26.9,37.32,21.18,2.88,5.22,0.22,3.08,2.05,3.86
2023/11/7,98.78,70.06,97.25,84.27,99.95,52.28,60.04,42.13,163.19,0.11,52.66,81.37,39.65,26.98,6.99,17.82,26.64,37.57,21.22,2.77,5.24,0.23,3.23,1.92,3.48
2023/11/8,100.01,70.86,98.47,84.72,100.36,52.22,60.77,42.13,164.28,0.11,53.05,81.78,39.9,27.31,6.97,17.97,26.68,37.9,21.32,2.79,5.24,0.23,3.18,2,3.67
2023/11/9,99.45,70.91,98.04,84.6,99.52,52.61,60.29,41.96,163.43,0.12,52.79,81.59,39.71,26.95,6.87,17.88,26.29,37.69,20.93,2.74,5.21,0.22,2.68,1.97,3.74
2023/11/10,105.4,76.48,110.29,89.3,105.96,57.14,64.56,47.04,177.23,0.12,58.28,89.51,42.98,29.61,7.1,19.29,28.85,41.35,22.1,3.51,5.47,0.24,2.8,2.43,4.62
2023/11/11,67.95,43.18,80.53,55.11,62.83,38.7,52.7,25.24,106.47,0.11,30.84,54.63,24.49,17.38,4.66,9.92,17.41,24.46,13.38,2.19,3.24,0.16,5.26,1.73,3.52
2023/11/12,58.66,38.95,72.62,48.82,55.22,35.51,44.04,24.74,93,0.1,28.05,49.74,21.63,15.52,4.35,9.01,16.29,21.62,11.91,2.41,2.86,0.15,3.65,1.96,4.02
2023/11/13,93.69,70.01,96.35,82.94,98.37,51.6,56.67,42.15,163.66,0.11,53.18,81.14,39.39,27.37,7.06,17.93,26.59,37.49,21.34,2.84,5.23,0.23,2.33,1.93,3.84
2023/11/14,98.23,69.56,95.98,83.79,99.61,51.79,59.17,41.85,164.07,0.11,52.9,81.13,39.65,26.96,6.98,17.75,26.59,37.72,21.27,2.78,5.21,0.22,2.23,1.81,3.44
2023/11/15,97.64,69.6,95.79,83.63,99.25,51.44,59.07,41.52,164.68,0.11,53,81.03,39.8,26.78,6.93,17.75,26.35,37.83,21.12,2.74,5.18,0.23,2.09,1.91,3.69
2023/11/16,97.59,69.8,96.77,83.84,99.17,52.07,59.55,41.84,164.89,0.11,52.99,81.22,39.65,26.77,6.87,17.84,26.44,37.72,21.14,2.74,5.18,0.22,2.01,2.01,3.88
2023/11/17,102.84,75.67,109.18,88.31,105.06,56.14,63.4,47.25,177.06,0.12,58,88.63,42.39,29.44,7.16,19.16,28.57,41.21,22.5,3.52,5.37,0.24,2.03,2.49,4.66
2023/11/18,66.52,42.13,78.02,54.27,62.18,37.89,51.5,24.85,103.48,0.11,30.57,53.74,23.65,17.05,4.54,9.9,16.31,23.74,13.07,2.2,3.13,0.17,3.66,1.69,3.56
2023/11/19,59.12,38.88,72.66,48.75,55.89,35.45,45.23,24.48,92.75,0.11,27.88,50.76,22.09,15.47,4.36,9.15,15.5,21.51,12.12,2.42,2.76,0.17,3.03,2.07,4.1
2023/11/20,93.39,70.03,96.74,82.36,98.12,51.92,57.04,42.41,163.21,0.11,53.56,81.06,39.59,27.14,7.01,18.03,26.72,37.52,21.42,2.89,5.18,0.24,1.76,2.06,4.06
2023/11/21,96.8,68.76,95.01,83.26,98.36,51.38,59.06,41.64,161.99,0.11,51.79,80.15,39.55,26.46,6.91,17.68,26.33,37.2,21.14,2.77,5.14,0.22,1.63,1.8,3.58
2023/11/22,96.2,68.66,95.23,82.79,97.7,50.98,57.94,41.3,161.59,0.11,52.47,79.95,39.35,26.5,6.84,17.59,26.13,37.47,20.91,2.74,5.11,0.23,1.6,1.94,3.64
2023/11/23,92.82,66.88,93.08,80.51,94.78,49.72,55.62,40.62,157.18,0.1,51.26,78.08,38.54,25.8,6.65,17.26,25.44,36.64,20.21,2.62,4.98,0.22,1.22,1.86,3.85
2023/11/24,99.46,72.59,104.7,85.61,101.87,54.13,61.06,45.22,171.26,0.11,56.29,86.01,42,28.22,7.02,18.6,27.75,39.99,21.75,3.32,5.25,0.23,1.39,2.39,4.56
2023/11/25,59.44,36.75,68.57,49.09,55.85,34.22,44.27,22.67,93.46,0.1,27.85,49.64,21.91,14.72,4.25,9.01,15.02,21.64,11.79,1.99,2.84,0.15,1.51,1.62,3.55
2023/11/26,53.63,34.92,66.25,45.14,51.61,32.68,39.13,23.22,85.65,0.09,26.09,46.56,20.52,13.83,3.97,8.63,14.81,20.27,11.22,2.6,2.73,0.14,1.31,1.9,3.97
2023/11/27,90.7,65.46,93.71,80.61,96.26,50.07,54.83,41.4,159.3,0.11,51.94,79.04,38.8,26.26,6.85,17.69,26.09,36.55,20.79,2.75,5.06,0.22,1.36,1.93,3.91
2023/11/28,93.76,65.45,92,81.22,96.55,49.95,56.18,40.98,157.84,0.12,51.73,78.92,39.66,25.87,6.76,17.26,25.69,36.74,20.62,2.6,5.06,0.22,1.27,1.74,3.59
2023/11/29,92.1,64.63,91.67,80.44,95.59,49.27,55.4,40.19,158.12,0.11,51.28,78.21,39.41,25.67,6.72,17.29,25.56,36.76,20.28,2.61,5.02,0.21,1.23,1.85,3.73
2023/11/30,92.06,64.68,92.1,80.27,95.74,49.75,55.58,40.71,157.86,0.15,51.14,78.5,39.29,25.67,6.66,17.36,25.61,36.68,20.27,2.61,5.06,0.21,1.19,1.9,3.95
2023/12/1,97.47,69.42,103.18,84,100.97,53.51,60.05,45.01,169.62,0.18,56.05,85.19,41.93,27.86,6.97,18.53,27.57,39.82,21.72,3.28,5.23,0.22,1.29,2.29,4.54
2023/12/2,59.05,36.56,67.44,48.79,55.65,34.21,44.88,22.25,92.57,0.18,27.56,48.62,22.1,14.41,4.19,8.92,14.77,21.44,11.88,1.9,2.79,0.13,1.52,1.5,3.34
2023/12/3,52.75,34.42,65.29,44.22,50.75,32.51,39.2,22.46,84.38,0.1,26.3,45.56,20.01,13.83,3.9,8.47,14.44,19.89,11.02,2.26,2.65,0.14,1.27,1.79,3.91
2023/12/4,89.45,64.79,92.24,79.67,95.54,49.76,54.24,41.21,158.59,0.1,52.24,78.41,38.46,26.31,6.75,17.73,26.13,36.76,20.79,2.77,5.04,0.22,1.26,1.8,4.05
2023/12/5,93.33,64.46,91.8,80.65,95.96,49.6,55.52,40.44,158.13,0.11,51.43,78,38.47,25.92,6.77,17.39,25.79,36.66,20.65,2.67,5.05,0.21,1.23,1.68,3.59
2023/12/6,93,64.63,91.85,80.7,96.24,49.56,56.25,40.31,158.67,0.11,51.8,78.24,38.65,25.81,6.73,17.43,25.8,36.86,20.63,2.64,5.05,0.21,1.25,1.84,3.76
2023/12/7,93.14,64.76,92.5,80.71,96.26,49.57,56.31,40.51,159.29,0.1,51.81,78.52,38.65,25.8,6.75,17.5,25.87,36.98,20.53,2.67,5.1,0.21,1.23,1.83,4.01
2023/12/8,98.76,70,103.8,85.31,102.28,53.91,60.51,44.78,171.83,0.11,55.94,85.57,41.72,28.15,7.01,18.71,27.99,39.89,21.86,3.4,5.28,0.23,1.34,2.32,4.66
2023/12/9,62.16,37.84,70.8,50.84,57.55,35.18,45.45,23.07,96.82,0.08,28.78,51.01,22.04,15.21,4.56,9.36,15.27,21.99,12.41,2.08,2.85,0.15,1.52,1.57,3.71
2023/12/10,51.28,33.4,63.38,43.18,49.16,31.58,36.11,22.08,82.61,0.13,25.5,44.31,19.34,13.31,3.71,8.28,14.05,19.21,10.81,2.12,2.51,0.13,1,1.9,4.06
2023/12/11,98.54,70.89,101.81,87.88,103.94,55.66,60.59,44.69,174.54,0.12,56.89,87.85,42.91,29.43,7.51,19.14,27.97,40.13,22.97,3.2,5.5,0.34,1.54,2.24,4.33
2023/12/12,98.18,67.72,96.72,85.28,100.47,53.08,58.71,42.37,167.29,0.12,53.8,83.38,40.68,27.11,7.12,18.14,27.04,38.02,21.96,2.89,5.23,0.27,1.24,1.78,3.74
2023/12/13,95.27,65.25,95.05,81.97,97.05,50.41,59.81,41,159.88,0.14,51.55,80.61,40.59,27.34,6.95,16.87,26.2,37.85,21.62,2.95,5.25,0.3,1.38,1.46,3.49
2023/12/14,101.04,68.73,98.33,85.57,100.93,53.38,64.28,42.34,169.34,0.21,53.08,85.08,41.96,28.85,7.49,17.54,26.71,34.26,23.57,2.87,5.32,0.45,1.5,2.11,4.32
2023/12/15,101.1,70.59,102.1,84.45,102.53,54.88,65.08,44.47,170.31,0.13,52.85,87.26,42.24,29.93,7.48,17.83,27.4,25.08,23.82,3.32,5.5,0.45,1.41,2.8,4.53
2023/12/16,55.1,34.05,65.14,46.6,53.07,33.63,40.46,21.94,88.37,0.09,24.37,47.14,20.21,14.2,4.09,8.39,14.6,17.35,11.65,1.92,2.8,0.16,1.16,1.9,3.91
2023/12/17,50.09,31.48,60.84,41.63,48.38,31.29,36.06,20.49,80.55,0.08,23.08,42.99,18.66,12.79,3.77,7.78,13.63,16.96,10.66,2.02,2.59,0.15,1,1.86,3.85
2023/12/18,93.41,67.22,96.22,83.55,99.86,52.77,57.04,42.62,165.55,0.13,53.94,82.88,40.21,27.76,7.19,18.28,26.85,37.37,22.07,2.84,5.3,0.31,1.27,1.94,3.93
2023/12/19,96.69,67.67,95.33,83.74,99.42,52.26,58.28,41.8,164.32,0.13,52.78,81.8,39.67,27.32,7.02,17.9,26.22,37.13,21.37,2.65,5.17,0.29,1.22,1.82,3.72
2023/12/20,96.02,67.51,95.27,84.02,99.52,52.3,58.28,41.81,164.56,0.13,53.13,82.1,39.64,27.15,6.95,18.17,26.09,37.38,21.23,2.66,5.17,0.27,1.21,1.94,3.86
2023/12/21,95.36,67.46,95.61,83.62,98.79,52.26,58.05,41.75,164.22,0.14,52.9,81.56,39.45,27.06,6.88,18.14,26.04,37.28,21.12,2.65,5.11,0.28,1.22,1.94,3.98
2023/12/22,102.2,73.54,106.79,89.31,105.92,56.57,63.47,46.02,177.81,0.18,57.79,88.97,42.62,29.52,7.22,19.39,28.27,40.96,22.48,3.33,5.39,0.3,1.31,2.29,4.62
2023/12/23,60.39,37.03,69.62,51.1,58.32,35.97,45.12,22.76,96.86,0.68,27.91,50.43,21.66,14.73,4.29,9.18,21.25,14.87,12.06,1.88,2.91,0.15,1.11,1.79,3.75
2023/12/24,56,34.82,67.24,47.52,54.67,34.59,40.66,22.4,91.11,0.35,26.53,49.09,20.35,13.62,4.02,8.54,19.51,14.73,11.41,2.11,2.77,0.14,0.98,1.86,3.78
2023/12/25,96.02,69.34,100.52,84.98,101.77,53.7,59.91,42.97,168.41,0.12,55.03,84.29,40.17,27.73,7.09,18.73,38.49,27.14,21.65,2.84,5.22,0.26,1.26,1.92,4.17
2023/12/26,99.32,69.47,96.69,85.01,100.46,53.12,60.66,42.15,165.34,0.11,53.51,82.33,39.55,27.13,7.05,18.39,37.67,26.62,21.29,2.71,5.21,0.26,1.24,1.9,4.08
2023/12/27,99.07,69.89,98.05,85.54,100.95,53.35,60.87,42.6,166.1,0.12,54.06,82.3,39.64,27.2,7.02,18.56,37.8,26.54,21.29,2.7,5.2,0.25,1.26,2.08,4.3
2023/12/28,99.02,70.69,100.09,85.08,100.68,54.57,60.95,43.59,166.91,0.12,54.41,82.82,39.44,27.37,7.02,18.79,37.93,26.63,21.17,2.72,5.15,0.25,1.25,2.26,4.71
2023/12/29,103.69,77.6,115.42,88.65,106.07,59.08,65.61,49.99,177.8,0.13,59.1,91.85,41.54,29.33,7.42,20,40.12,28.22,22.65,3.52,5.31,0.26,1.35,3.01,5.53
2023/12/30,66.85,45.23,80.5,54.03,60.88,40.07,57.06,25.98,103.8,0.46,29.26,54.31,22.24,17.05,8.87,9.84,21.65,15.34,13.05,2.1,2.89,0.14,1.35,2.56,4.34
2023/12/31,74.32,43.93,80.72,53.83,65.41,39.65,62.98,23.51,106.77,1.14,27.27,56.42,22.24,17.03,9.51,9.36,21.55,15.47,12.89,2.11,3.1,0.12,1.76,1.74,3.86
2024/1/1,59.5,39.76,73.19,46.63,52.74,36.76,47.14,26.09,89.12,0.47,26.02,50.07,19.36,15.45,7.59,8.75,19.52,14.6,11.43,2.23,2.83,0.14,1.37,2.46,5.08
2024/1/2,94.65,67.83,95.77,80.74,96.78,52.95,58.37,44.22,166.58,0.6,53.21,81.45,38.65,29.29,11.33,18.34,26.32,36.8,21.18,2.82,5.14,0.24,1.21,2.22,4.73
2024/1/3,95.86,67.47,92.93,81.61,98.51,51.73,59.26,41.89,167.66,0.61,52.79,80.47,38.96,28.98,11.3,18.3,26.32,36.94,21.12,2.7,5.23,0.24,1.28,1.91,4.17
2024/1/4,95.84,67.32,92.74,81.17,98.2,51.23,59.05,41.65,167.11,0.61,53.25,79.94,38.98,28.67,11.18,18.2,26.29,37.46,20.95,2.67,5.18,0.24,1.28,1.81,3.87
2024/1/5,100.64,71.31,101.47,85.02,103.3,54.63,62.82,44.83,177.63,0.61,56.45,86,41.48,30.96,11.93,19.13,28.01,39.69,22.22,3.33,5.39,0.25,1.31,2.04,4.25
2024/1/6,58.75,37.14,66.9,48.23,54.34,34.38,43.74,22.27,95.07,0.42,27.29,47.11,20.56,16.16,7.72,9.06,14.26,20.24,11.74,1.8,2.89,0.13,1.24,1.67,3.61
2024/1/7,51.65,33.77,61.34,42.48,48.56,31.83,38.24,21.18,84.17,0.38,24.19,42.76,18.34,14.53,6.75,8.22,13.22,17.63,10.74,1.92,2.57,0.14,1.13,1.87,4.03
2024/1/8,95.47,68.76,95.51,81.9,98.84,53.1,58.75,42.24,170.35,0.61,54.07,81.96,39.42,29.49,11.53,18.87,26.85,37.89,21.46,2.82,5.16,0.26,1.28,1.99,4.33
2024/1/9,99.16,68.86,95,82.9,99.11,52.95,61.31,41.98,169.74,0.61,53.5,81.39,39.43,29.08,11.49,18.61,26.69,37.92,21.14,2.77,5.18,0.24,1.27,2.03,4.19
2024/1/10,99.42,69.14,96.34,83.28,99.73,53.37,61.88,42.1,172.05,0.61,54.08,82.15,39.75,29.46,11.75,18.74,26.7,38.56,21.18,2.8,5.28,0.25,1.3,2.12,4.52
2024/1/11,100.94,70.95,97.98,84.79,100.2,54.3,64.48,42.52,172.39,0.62,54.18,82.64,39.93,29.16,11.9,18.74,26.66,38.7,21,2.84,5.26,0.25,1.33,2.22,4.44
2024/1/12,104.92,73.93,106.48,86.54,104.17,57.35,66.93,46.1,181.67,0.64,57.54,88.16,41.58,31.25,12.54,19.48,27.92,40.3,22.03,3.35,5.38,0.27,1.37,2.44,4.87
2024/1/13,63.75,41.15,73.74,51.71,58.03,37.83,51.83,24.21,102.67,0.48,28.57,51.77,21.87,16.9,8.46,9.73,15.03,20.93,12.43,2.02,2.99,0.15,1.35,2.05,4.08
2024/1/14,59.56,37.84,68.74,46.34,52.16,35.88,45.27,23.14,91.87,0.43,25.15,47.33,19.39,15.61,7.37,8.98,13.88,18.4,11.27,2.03,2.73,0.14,1.23,2.06,4.35
2024/1/15,98.13,70.67,98.55,82.55,99.35,55.86,61.82,43.28,172.57,0.63,54.01,82.68,39.49,29.73,11.94,19.14,26.94,37.81,21.37,2.96,5.25,0.26,1.33,2.2,4.57
2024/1/16,102.73,70.54,97.82,83.61,99.91,55.14,64.26,42.9,171.74,0.66,53,82.49,39.37,29.46,11.84,18.86,26.58,37.46,21.07,2.84,5.26,0.24,1.31,2.09,4.28
2024/1/17,102.61,70.19,97.44,83.44,99.14,55.3,64.17,42.53,170.96,0.62,52.74,82.01,39.22,29.26,11.8,18.74,26.18,37.24,20.94,2.77,5.21,0.25,1.29,2.16,4.42
2024/1/18,102.8,70.75,98.13,83.36,99.03,55.47,64.48,42.25,169.93,0.64,52.54,81.59,38.99,29.14,11.78,18.69,25.98,36.96,20.8,2.81,5.16,0.24,1.28,2.15,4.31
2024/1/19,104.64,72.94,104.96,85.41,101.98,56.84,66.18,45.06,177.27,0.63,54.52,85.97,40.04,30.75,12.33,19.18,26.66,37.67,21.58,3.02,5.25,0.24,1.28,2.31,4.67
2024/1/20,64.9,42.06,75.15,52.52,59.43,39.12,53.06,24.72,103.26,0.48,28.28,52.11,21.88,17.32,8.41,9.81,15.1,20.27,12.34,2,3.02,0.14,1.28,1.97,3.81
2024/1/21,56.85,37.19,67.03,44.87,50.3,35.1,43.96,23.05,87.46,0.4,23.51,45.8,18.37,14.86,6.85,8.47,13.11,16.39,10.37,1.83,2.56,0.12,0.98,1.98,3.95
2024/1/22,95.85,69.89,97.01,80.58,96.28,54.06,61.36,42.44,168.05,0.63,52.43,80.3,38.43,28.85,11.64,18.03,26.17,36.01,20.66,2.83,5.13,0.24,1.21,2.05,3.91
2024/1/23,101.96,70.07,96.57,82.75,97.9,54.06,65.3,41.89,168.16,0.63,51.64,80.67,38.55,28.8,11.64,18,25.88,35.8,20.47,2.66,5.1,0.23,1.2,2.09,3.89
2024/1/24,103.35,71.05,98.55,83.53,99.04,54.82,67.26,42.29,170.21,0.64,52.08,81.49,38.95,29.01,11.85,18.26,25.94,35.97,20.69,2.75,5.15,0.23,1.28,2.12,4.07
2024/1/25,104.95,71.47,99.04,83.89,98.76,55.32,67.08,42.35,169.67,0.63,51.99,81.33,38.65,28.73,11.72,18.34,25.77,35.7,20.45,2.75,5.14,0.23,1.32,2.22,4.11
2024/1/26,105.71,73.81,105.51,85.3,101.55,56.88,68.97,45.35,176,0.65,54.08,85.68,39.81,30.26,12.18,18.8,26.29,36.73,21.33,2.94,5.27,0.22,1.34,2.26,4.28
2024/1/27,68.72,44.05,78.27,54.29,61.3,40.34,57.58,26.02,104.63,0.52,28.16,53.97,22.06,18.11,8.34,10.07,15.31,19.62,12.19,1.95,3.12,0.15,1.45,1.92,3.69
2024/1/28,62.06,40.55,73.31,48.79,55.09,37.9,51.66,24.69,93.72,0.48,25.15,48.88,19.74,16.2,7.57,9.09,13.95,17.13,11.19,1.87,2.76,0.14,1.34,1.89,3.77
2024/1/29,99.01,71.32,99.37,81.11,96.79,54.81,65.09,42.47,168.56,0.65,52.05,80.43,38.43,28.72,11.8,18.18,25.91,35.21,20.53,2.79,5.16,0.24,1.32,2.07,4.05
2024/1/30,103.06,70.55,97.81,82.32,97.2,54.27,67.33,42.46,165.99,0.63,50.7,79.61,38.06,28.25,11.47,17.71,25.22,34.76,19.99,2.66,5.1,0.23,1.28,2.09,3.93
2024/1/31,102.68,71.19,98.35,81.82,97.01,54.38,66.45,42.65,166.84,0.65,51.18,80.13,37.73,28.27,11.39,17.74,25.17,34.59,19.98,2.64,5.05,0.22,1.25,2.14,4.24
2024/2/1,99.85,69.77,95.64,79.04,93.45,53.13,64.39,41.99,160.84,0.61,50.07,77.88,36.57,27.3,10.93,17.33,24.31,33.56,19.26,2.59,5.01,0.21,1.18,2.05,4.1
2024/2/2,98.93,70.45,97.89,79.16,94.67,53.05,65.44,42.51,163.83,0.61,51.04,79.05,37.01,28.1,11.13,17.45,24.12,33.53,19.56,2.63,4.95,0.22,1.21,2.14,4.28
2024/2/3,58.59,40.03,68.14,47.14,52.46,36.23,48.46,23.85,89.31,0.44,24.06,46.16,18.23,15.47,7.17,8.93,13.41,15.86,10.47,1.75,2.72,0.12,1.16,1.98,3.8
2024/2/4,83.96,59.47,83.46,66.42,79.42,45.18,56.91,36.29,134.96,0.54,42.22,65.12,30.89,23.27,9.11,14.61,20.65,27.79,16.17,2.31,4.26,0.18,1.07,2.01,3.89
2024/2/5,81.62,63.15,83.72,66.94,79.68,46.95,55.12,36.58,138.32,0.54,42.93,66.81,30.64,22.83,9.3,15.63,20.55,27.34,16.39,2.27,4.21,0.18,1.03,2.18,4.28
2024/2/6,79.78,58.88,79.07,62.11,73.38,43.75,52.66,35.03,124.4,0.54,37.68,61.9,27.21,20.88,8.28,14.17,18.38,23.47,14.64,2.18,3.77,0.17,0.94,2.26,4.31
2024/2/7,68.07,51.69,69.11,51.96,60.78,38.51,45.09,29.97,102.79,0.47,30.31,52.12,21.64,17.06,6.76,12.33,14.98,17.98,11.55,1.97,3.05,0.13,0.84,2.28,4.41
2024/2/8,51.71,39.77,53.53,38.06,44.5,30.11,34.58,22.81,73.8,0.37,20.56,38.26,15.04,12.15,4.87,9.35,10.87,11.96,8.17,1.63,2.21,0.1,0.64,2.14,4.12
2024/2/9,25.72,20.4,29.21,20.67,21.77,17.67,19.65,11.15,37,0.22,8.96,18.46,6.55,5.85,2.49,5.03,5.4,5.47,3.73,0.96,1.18,0.04,0.42,2.16,3.51
2024/2/10,40.3,25.38,34.89,28.34,23.36,20.46,33.42,10.27,35.05,0.42,7.77,21.06,6.73,6.06,2.87,4.43,5.87,4.82,3.48,0.96,1.36,0.03,0.85,1.84,3.19
2024/2/11,51.32,36.94,48.94,38.09,31.96,24.19,45.11,13.27,44.78,0.54,10.76,24.72,9.07,7.74,3.46,5.77,6.86,6.15,4.2,1.17,1.5,0.04,0.98,1.86,3.3
2024/2/12,59.57,39.85,59.65,41.1,36.57,27.64,55.88,15.79,52.54,0.55,12.01,28.48,9.9,8.82,3.81,6.62,7.51,6.94,4.5,1.23,1.58,0.05,1.14,1.92,3.46
2024/2/13,65.19,42.99,67.04,43.38,40.15,30.91,62.05,18.36,59.09,0.62,13.27,31.66,10.95,9.66,4.17,7.17,8.38,7.55,4.94,1.32,1.71,0.05,1.24,2.1,3.6
2024/2/14,63.21,41.7,66.65,42.05,40.09,31.85,58.65,19.22,61.18,0.53,13.89,32.37,11.04,9.96,4.27,7.12,8.38,8.04,5.13,1.37,1.71,0.05,1.04,2.03,3.85
2024/2/15,60.8,41.35,66.84,41.02,41.13,33.09,54.24,20.47,64.21,0.67,15.15,34.25,11.87,10.76,4.43,7.26,9.09,8.86,5.81,1.47,1.81,0.06,1.28,2.03,3.87
2024/2/16,56.91,39.31,64.81,40.54,41.5,32.88,47.74,21.54,67.2,0.76,16.75,35.69,12.64,11.4,4.7,7.42,9.69,10.26,6.69,1.51,2,0.08,1.28,2.25,4.22
2024/2/17,52.77,36.97,64.07,37.95,42.6,32.96,42.25,23.69,72.09,0.71,19.69,38.92,13.86,12.64,5.19,7.68,10.78,12.59,8.25,1.66,2.27,0.1,1.15,2.54,4.79
2024/2/18,75.85,54.25,79.85,59.22,69.52,43.63,49.86,34.85,120.05,0.49,36.88,59.84,26.17,20.68,8.32,13.18,18.65,24.67,14.54,2.28,3.76,0.15,0.96,2.54,4.78
2024/2/19,85.11,62.63,88.03,69.46,82.53,48.54,54.5,38.76,145.89,0.57,45.64,69.8,32.51,24.66,10.08,15.71,22.42,30.68,17.52,2.5,4.58,0.2,1.05,2.33,4.49
2024/2/20,96.62,66.02,91.92,75.43,90.33,51.46,60.33,40.45,157.01,0.64,48.17,75.23,35.6,26.39,10.72,16.37,23.87,33.26,18.99,2.58,4.88,0.21,1.12,2.27,4.29
2024/2/21,103.5,71.75,97.33,82.53,98.07,56.06,66.35,43.9,170.61,0.71,51.44,81.9,38.96,29.75,11.99,17.72,25.49,35.4,21.52,2.84,5.3,0.36,1.47,2.4,4.73
2024/2/22,99.09,68.44,93.55,78.28,93.8,52.13,62.61,41.02,161.98,0.66,50.28,76.84,37.22,27.65,11.2,17.13,25.29,34.76,19.67,2.74,5.08,0.24,1.23,2.13,4.15
2024/2/23,101.66,72.01,101.18,81.09,98.58,54.45,64.98,44.88,171.15,0.78,53.57,81.77,38.67,29.86,11.92,18.15,26,36.9,20.81,3,5.21,0.24,1.28,2.24,4.38
2024/2/24,64.32,41.37,72.17,51.78,64.93,40.69,57.44,25.16,98.25,1.23,28.31,47.89,20.04,17.68,8.23,9.72,15.56,21.08,11.89,1.79,3.22,0.13,1.5,2.07,3.8
2024/2/25,55.94,39.63,71.01,44.2,52.86,36.06,41.42,27.11,92.36,0.58,28.47,47.99,18.89,15.71,6.84,9.27,14.39,21.35,10.63,1.99,2.73,0.14,1.37,2.44,4.7
2024/2/26,92.03,68.66,95.14,79.36,97.15,52.89,56.67,43.67,169.64,0.64,53.83,80.6,38.47,29.66,11.84,18.6,26.33,37.13,20.86,2.82,5.2,0.24,1.23,2.39,4.63
