date,Line1,Line2,Line4,Line5,Line6,Line7,Line8,Line9,Line10,Line11,Line13,Line14,Line15,Line16,Line17,Line19,LineFS,LineCP,LineYZ,LineYF,LineS1,LineT1,LineXJ,LineSD,LineDX
2023/6/12,93.86,70.56,98.63,81.18,97.88,52.27,57.59,42.02,159.08,0.1,53.51,79.28,39.27,25.37,6.34,15.69,25.66,36.43,20.75,2.75,4.94,0.23,1.41,1.73,3.62
2023/6/13,99.29,71.21,98.48,82.73,98.39,52.66,60.07,41.7,159.82,0.11,52.84,79.21,39.22,25.21,6.45,15.42,25.65,36.56,20.71,2.64,4.93,0.23,1.41,1.62,3.33
2023/6/14,99.41,71.5,99.04,82.98,98.86,52.66,60.89,41.89,160.41,0.11,52.87,79.77,39.41,25.26,6.3,15.62,25.44,36.68,20.6,2.64,4.9,0.22,1.41,1.81,3.59
2023/6/15,100.63,75.37,100.16,83.49,100.21,53.21,62.1,42.01,162,0.12,52.26,79.71,39.53,25.29,6.41,15.91,25.33,36.53,20.31,2.64,4.85,0.21,1.35,1.88,3.92
2023/6/16,103.93,76.4,108.45,85.81,102.41,56.31,64.89,45.65,169.87,0.11,56.43,85.4,41.64,26.93,6.53,16.48,26.49,39.02,21.5,3.12,4.95,0.24,1.35,2.21,4.47
2023/6/17,63.47,42.1,75.32,49.73,58.16,36.66,47.99,24.62,92.86,0.11,28.4,50.53,22.37,14.94,4.09,8.7,14.65,21.4,12.67,1.83,2.77,0.14,1.37,1.72,3.82
2023/6/18,59.49,40.36,72.53,46.3,55.38,35.5,43.93,23.97,86.28,0.11,26.9,47.99,20.88,13.85,4.03,8.23,13.88,20.06,11.73,1.97,3.05,0.15,1.33,1.68,3.73
2023/6/19,97.21,74.16,102.8,82.61,97.73,54.86,58.78,42.94,160.57,0.1,54.19,80.34,39.27,25.52,6.34,16.13,25.82,36.86,20.52,2.77,4.98,0.23,1.37,1.86,3.75
2023/6/20,105.04,76.09,106.44,85.87,101.62,57.02,64.04,45.2,165.13,0.11,54.81,82.81,40.22,26.38,6.45,16.42,26.18,37.66,20.98,2.7,5.07,0.23,1.45,1.88,3.97
2023/6/21,110.28,84.54,120.67,90.99,108.07,61.17,69.64,51.61,177.7,0.1,59.69,91.71,42.99,29.28,6.89,17.88,28.05,40.86,22.66,3.42,5.17,0.26,1.54,2.75,4.98
2023/6/22,61.9,44.46,80.93,47.47,55.61,36.26,52.29,24.76,85,0.12,26.58,48.42,20.53,14.01,3.76,8.28,13.39,20.06,10.87,1.89,2.78,0.12,1.7,1.87,3.83
2023/6/23,58.68,38.85,72.32,42.44,49.91,32.57,48.5,21.91,78.08,0.09,22.68,42.77,18.35,12.17,3.59,7.25,12.09,17.25,9.53,1.65,2.53,0.1,1.42,1.45,3.16
2023/6/24,56.88,40.82,72.18,43.7,49.54,35.2,42.09,25.62,80.57,0.08,25.73,46.5,18.75,13.3,3.65,7.72,12.92,18.59,10.6,2.01,2.58,0.12,1.09,1.85,4.09
2023/6/25,93.38,68.64,99.84,76.93,91.57,52.22,59.08,43.74,148.5,0.1,51.29,76.87,36.84,25.02,6.08,14.9,24.7,35.42,19.54,2.78,4.76,0.2,1.26,2.05,4.32
2023/6/26,97.84,73.68,104.01,82.76,97.73,55.31,60.61,43.42,161.33,0.11,54.18,80.66,39.33,25.76,6.47,16.17,25.97,37.04,20.68,2.73,5.03,0.22,1.38,1.83,3.82
2023/6/27,104.98,74.91,104.92,85.51,101.49,56.04,66.13,44.28,163.7,0.12,54.05,81.78,40.28,26.14,6.52,16.32,26.33,37.45,20.84,2.73,5.06,0.23,1.34,1.89,3.84
2023/6/28,105.79,75.79,105.86,85.84,101.73,56.01,67.86,44.18,164.47,0.23,54.65,82.27,40.49,26.35,6.44,16.21,25.91,37.52,20.57,2.66,5.03,0.23,1.44,1.91,3.67
2023/6/29,109.96,79.74,110.2,88.04,105.05,58.1,69.86,45.24,167.95,0.19,55.28,84.18,40.93,26.61,6.56,16.78,26.54,38.14,21.25,2.83,5.09,0.22,1.5,2.06,4.06
2023/6/30,113.27,81.9,118.26,90.34,107.12,60.9,72.88,48.56,176.17,0.14,57.79,88.99,42.52,28.16,6.81,17.05,27.44,39.57,22.16,3.27,5.24,0.25,1.51,2.28,4.36
2023/7/1,68.24,46.27,84.18,53.13,61.09,40.93,55.4,26.85,98.8,0.08,28.64,53.23,22.17,15.78,4.57,8.86,15.07,21.13,12.88,1.99,3.06,0.14,1.48,1.7,3.28
2023/7/2,64.91,43.9,80.99,49.32,55.96,38.37,51.02,26.4,90.15,0.08,26.14,49.87,20.54,14.85,4.02,8.09,14.03,19.1,12.11,2.03,2.81,0.15,1.37,1.61,3.28
2023/7/3,106.18,80.18,115.79,87.83,103.26,59.14,69.08,46.53,171.43,0.11,55.73,85.47,41.33,27.55,6.81,16.93,27.55,38.13,22.02,3.08,5.26,0.24,1.53,1.78,3.48
2023/7/4,114.06,82.01,116.79,92.36,107.02,60.5,75.89,46.94,174.03,0.11,55.88,87.59,42.01,27.93,6.83,17.08,26.99,38.4,21.74,2.86,5.29,0.25,1.74,1.82,3.47
2023/7/5,112.99,80.94,115.02,90.59,106.13,59.48,73.97,46.66,173.09,0.11,55.35,86.6,41.67,27.46,7.02,16.84,27.02,38.34,21.7,2.85,5.24,0.23,1.57,1.91,3.72
2023/7/6,111.86,79.71,112.98,88.78,103.96,58.58,72.51,46.39,170.13,0.1,54.85,85.27,41.39,26.92,6.75,16.65,26.64,37.77,21.38,2.82,5.12,0.23,1.44,1.9,3.68
2023/7/7,116.63,84.01,121.92,92.4,108.63,62.15,77.05,50.25,180.46,0.11,58.07,91.37,43.28,28.91,6.99,17.46,27.75,39.95,22.62,3.24,5.31,0.24,1.56,2.18,4.09
2023/7/8,75.71,51.59,90.45,57.29,66.55,44.16,63.51,29.08,105.95,0.1,30.36,57.32,24.82,16.82,4.71,9.45,15.89,22.54,13.55,2.14,3.15,0.16,1.74,1.7,3.34
2023/7/9,67.74,46.22,84.37,51.4,58.49,40.42,55.06,27.59,93.86,0.09,27.54,51.94,21.57,15.43,4.39,8.72,14.39,19.9,12.41,2.15,2.86,0.16,1.45,1.79,3.59
2023/7/10,107,79.91,114,87.74,102.62,59.13,68.83,46.99,172,0.11,55.82,85.6,41.56,27.61,6.83,16.77,27.3,38.42,22.02,3.07,5.26,0.25,1.47,1.81,3.63
2023/7/11,114.79,80.35,114.28,90.32,105.19,59.28,73.93,47.52,171.65,0.12,54.87,85.44,41.77,27.26,7.08,16.75,27.14,38.36,21.76,2.95,5.28,0.25,1.65,1.71,3.43
2023/7/12,111.71,79.09,111.65,88.45,102.6,57.85,71.55,46.28,168.5,0.11,54.11,84.21,40.74,26.78,6.75,16.42,26.38,37.24,21.35,2.76,5.24,0.25,1.57,1.74,3.5
2023/7/13,113.34,81.37,114.4,89.94,104.52,58.78,73.01,46.41,171.55,0.13,55.07,86,41.76,27.39,6.87,16.86,26.62,38.05,21.5,2.84,5.32,0.25,1.61,1.78,3.65
2023/7/14,118.63,84.44,124.22,93.28,110.12,62.46,78.1,50.15,182.29,0.22,57.53,91.71,43.66,29.15,7.13,17.56,27.89,40.02,22.99,3.23,5.43,0.26,1.78,2.12,4.13
2023/7/15,78.75,51.63,94.33,58.86,69.32,44.53,64.58,29.56,108.35,0.88,31.23,58.16,24.82,17.68,4.93,9.64,16.09,22.93,14.25,2.13,3.34,0.16,2.28,1.73,3.45
2023/7/16,70.76,48.44,87.56,52.43,61.95,40.92,55.25,28.21,97.16,0.61,28.17,53.52,22.01,16.04,4.6,8.88,14.63,20.04,12.92,2.04,3.02,0.15,1.84,1.71,3.64
2023/7/17,107.33,79.07,112.87,86.73,102.57,58.6,68.9,46.66,171.02,0.11,55.47,84.95,41.4,27.49,6.96,16.72,27.49,38.14,22.02,3.02,5.33,0.25,1.54,1.79,3.53
2023/7/18,112.98,79.49,113.18,89.26,104.68,58.34,72.8,46.19,170.33,0.11,54.66,84.82,41.62,27.24,6.92,16.59,27.07,38.12,21.81,2.91,5.27,0.25,1.65,1.74,3.51
2023/7/19,111.76,78.64,111.86,87.88,104.05,57.66,73.55,45.82,170.06,0.12,54.36,84.74,41.92,26.95,6.98,16.57,26.83,38,21.78,2.89,5.26,0.25,1.6,1.8,3.59
2023/7/20,111.71,79.3,113.96,87.78,103.93,57.95,72.85,46.2,168.76,0.12,54.16,85.05,41.71,26.97,6.92,16.52,26.89,37.66,21.68,2.87,5.23,0.23,1.57,1.74,3.5
2023/7/21,105.35,77.01,109.57,83.97,97.85,55.74,66.78,45.95,159.9,0.19,53.3,83.16,40.02,26.21,6.75,15.77,24.93,35.98,21.31,2.66,4.94,0.25,1.33,1.91,3.49
2023/7/22,67.66,44.89,77.45,49,57.32,37.94,52.48,25.86,89.49,0.17,25.33,48.85,19.77,14.51,3.99,8.29,14.02,18.03,12.89,1.87,2.94,0.15,1.22,1.59,3.3
2023/7/23,74.9,49.09,92.04,54.82,62.81,42.57,58.67,28.41,98.62,0.18,28.52,55.13,22.77,16.39,4.75,9.13,15.09,20.12,14.49,2.08,2.98,0.16,2.18,1.69,3.56
2023/7/24,105.59,78.66,113.4,85.72,101.11,57.83,68.4,45.99,168.18,0.11,54.52,83.97,40.75,27.14,6.94,16.59,27,37.47,21.95,2.96,5.26,0.23,1.61,1.72,3.45
2023/7/25,113.51,79.59,113.48,88.6,103.87,57.94,73.69,45.91,167.93,0.12,53.74,84.37,41.28,26.94,6.86,16.41,26.93,37.41,21.72,2.86,5.23,0.22,1.69,1.72,3.53
2023/7/26,112.68,80.14,114.21,88.07,103.68,58.47,72.96,46.36,168.66,0.11,53.88,85.02,41.33,26.97,6.88,16.52,26.83,37.44,21.57,2.85,5.22,0.23,1.68,1.85,3.65
2023/7/27,111.57,79.53,114.08,87.59,103.25,57.77,73.22,45.93,167.59,0.11,53.62,84.37,41.18,26.72,6.88,16.41,26.63,37.24,21.57,2.83,5.19,0.25,1.62,1.73,3.47
2023/7/28,115.23,82.65,119.89,90.21,106.46,60.09,77.26,48.86,174.84,0.11,56.58,88.39,42.62,28.07,7.13,17.09,27.27,38.68,22.78,3.04,5.29,0.28,1.71,2.02,3.91
2023/7/29,73.76,49.87,88.29,55.27,62.02,41.85,59.94,28.17,98.71,0.11,29.01,54.26,23.34,16.23,4.71,9.2,14.88,20.66,13.36,1.92,3.06,0.18,1.76,1.73,3.35
2023/7/30,33.83,29.24,48.52,29.54,32.39,26.56,28.31,18.8,54.33,0.06,16.86,33.66,13.07,8.4,2.63,5.26,8.43,11.28,7.49,1.2,1.75,0.11,0.4,1.56,3.08
2023/7/31,70.04,56.24,76.89,61.33,70.19,43.67,48.73,33.86,117.13,0.12,37.77,62.67,29,18.94,5.08,11.04,18.94,27.05,15.97,1.15,4.08,0.23,0.81,1.7,2.48
2023/8/1,94.2,66.39,90.74,74.82,85.59,49.85,66.93,38.23,141.14,0.14,45.88,74.02,35.64,22.23,6.07,13.61,21.56,32.78,19.15,0,4.52,0.24,0,1.87,2.2
2023/8/2,109.88,75.92,107.11,88.22,102.3,54.8,76.91,42.21,159.26,0.14,51.9,83.73,40.55,25.44,6.8,15.71,25.99,36.62,21.22,0,5.68,0.23,0,1.75,3.36
2023/8/3,109.2,77.44,113.98,87.26,103.2,55.39,74.15,43.57,165.41,0.13,53.67,83.88,40.91,26.19,6.9,16.21,28.5,37.48,21.6,3.68,5.89,0.23,1.33,1.73,3.56
2023/8/4,108.57,79.8,115.94,86.91,103.16,55.96,73.8,45.23,168.75,0.12,55.34,86.08,41.36,27.1,6.86,16.36,28.73,38.21,21.98,4.06,5.73,0.24,1.38,1.92,3.79
2023/8/5,74.9,49.24,91.2,56.43,64.83,43.05,64.14,27.56,100.16,0.1,29.46,56.4,24.2,16.24,4.87,9.16,15.46,20.76,13.62,2.07,3.18,0.15,1.77,1.54,3.05
2023/8/6,69.64,46.53,84.18,51.99,59.55,40.38,58.86,26.61,91.25,0.09,27.16,51.05,22.09,15.02,4.37,8.89,14.39,18.79,12.82,1.97,2.79,0.16,1.89,2.05,3.88
2023/8/7,104.79,77.24,113.4,84.6,100.44,57.48,69.81,44.52,164.86,0.11,53.29,83.52,40.63,26.33,6.93,16.52,27.15,36.58,21.68,3.02,5.29,0.25,1.61,1.93,3.9
2023/8/8,111.8,78.42,113.76,88.59,103.31,57.59,75.86,45.17,165.27,0.11,53.7,84.54,41.07,26.15,6.85,16.4,26.98,37.24,21.54,2.93,5.27,0.24,1.65,1.71,3.55
2023/8/9,112.45,78.62,114.35,88.03,103.16,57.86,76.29,45.49,166.12,0.11,53.61,84.31,41.36,26.42,6.91,16.25,26.93,37.27,21.71,2.92,5.27,0.24,1.64,1.72,3.52
2023/8/10,112.36,79.19,115.33,87.74,102.83,58.33,77.13,45.63,165.66,0.11,53.43,84.23,41.29,26.48,6.91,16.36,26.96,37.11,21.61,2.94,5.22,0.25,1.65,1.7,3.5
2023/8/11,112.99,81.12,119.58,89.19,103.92,59.68,78.12,48.08,171.44,0.11,55.66,88.18,42.75,27.48,7.01,16.77,27.16,38.16,22.27,3.14,5.27,0.23,1.59,2,3.97
2023/8/12,81.06,52.31,96.66,59.36,67.54,44.31,69.99,29.54,104.61,0.09,30.74,57.78,25.47,17.14,4.84,9.79,16.32,21.71,14.02,2.12,3.16,0.16,2.07,1.66,3.37
2023/8/13,75.83,49.85,93.21,55.57,62.39,42.65,63.88,29.08,98.07,0.09,28.61,55.03,23.45,16.22,4.66,9.41,15.39,20.11,13.38,2.2,2.97,0.15,2.11,1.79,3.68
2023/8/14,107.36,78.95,114.95,85.84,100.98,59.06,71.41,45.93,168.09,0.11,54.44,84.34,40.68,26.77,7.02,16.68,27.34,37.42,21.84,3.07,5.22,0.25,1.6,1.85,3.6
2023/8/15,114.7,80.24,115.7,89.76,103.89,59.27,76.67,46.47,168.14,0.11,54.28,85.24,41.32,26.85,6.98,16.73,27.37,37.7,21.92,3.06,5.25,0.24,1.65,1.83,3.45
2023/8/16,114.94,81.29,116.7,89.91,104.93,59.68,77.75,46.56,169.27,0.11,54.24,86.1,41.49,26.92,7.03,16.72,27.57,37.58,22.2,3.04,5.28,0.27,1.64,1.83,3.63
2023/8/17,113.94,80.14,115.92,88.66,102.98,58.82,76.48,46.21,168,0.11,54.5,84.7,41.06,26.61,6.9,16.44,27.38,37.48,22.58,3.03,5.22,0.26,1.64,1.86,3.54
2023/8/18,116.88,83.25,122.14,90.68,106.06,61.08,79.57,49.09,175.86,0.11,56.9,89.47,42.25,28.09,7.14,17.06,27.92,38.88,23.92,3.22,5.25,0.29,1.64,2.15,4.14
2023/8/19,81.49,54.51,97.41,60.53,68.99,46.34,67.78,30.14,110.41,0.1,32.04,59.29,24.62,17.75,4.95,9.97,16.96,22.95,15.87,2.25,3.26,0.22,2.18,1.81,3.52
2023/8/20,70.16,46.66,86.24,51.73,57.48,41.04,55.01,28.38,92.21,0.12,28.3,52.12,21.12,15.51,4.31,8.56,14.73,19.71,14.28,2.1,2.76,0.22,1.72,1.91,3.45
2023/8/21,106.54,78.8,114.2,86.3,100.94,58.81,69.85,46.4,167.52,0.11,55.16,84.57,40.62,27.12,6.84,16.86,27.54,37.7,22.35,3.12,5.26,0.27,1.55,1.97,3.75
2023/8/22,118.6,81.97,117.67,91.45,107.72,60.77,78.52,47.56,173.54,0.11,56.36,89.11,42.55,27.92,7.11,17.1,28.1,39.26,22.53,3.13,5.45,0.25,1.76,1.87,3.43
2023/8/23,112.36,79.78,113.47,88.56,103.91,58.73,74.48,46.17,168.44,0.12,54.88,85.27,41.3,27.2,6.91,16.71,27.31,38.21,21.53,2.99,5.2,0.24,1.68,1.87,3.51
2023/8/24,109.91,78.13,108.41,86.2,100.59,57.33,72.15,45.19,163.29,0.11,53.17,83.14,39.98,26.23,6.62,16.43,26.45,37.02,20.89,2.85,5.13,0.24,1.36,2.03,3.71
2023/8/25,114.98,83.49,120.72,90.98,107.52,61.65,79.01,49.12,176.12,0.12,57.68,89.89,43.23,28.43,7.12,17.68,28.21,39.96,22.59,3.33,5.25,0.26,1.75,2.34,4.44
2023/8/26,78.27,53,93.69,59.49,68.66,45.48,66.79,29.34,107.64,0.14,32.2,59.07,25.76,17.62,4.94,10.4,16.83,23.39,13.9,2.27,3.11,0.18,2.34,1.91,3.64
2023/8/27,67.08,46.63,84.06,52.09,59.47,40.84,55.7,27.55,94.27,0.12,28.93,53.29,22.69,15.74,4.33,9.58,14.99,20.78,12.61,2.22,2.8,0.15,1.96,2.04,3.81
2023/8/28,100.61,75.69,106.89,84.23,99.35,56.43,63.81,45.21,164.15,0.19,54.61,83.03,40,26.86,6.8,16.92,27.37,37.9,21.17,3.07,5.2,0.24,1.56,1.95,3.85
2023/8/29,103.3,73.48,104.02,84.1,99.93,55.11,66.24,43.9,161.69,0.17,53.16,81.7,40.05,26.28,6.68,16.32,26.85,37.9,20.86,2.97,5.16,0.22,1.55,1.76,3.35
2023/8/30,99.52,71.07,99.48,82.22,97.64,52.57,62.18,42.15,158.64,0.17,52.06,79.69,39.41,25.92,6.53,16.34,26.09,37.22,20.35,2.84,5.12,0.22,1.48,1.83,3.4
2023/8/31,99.1,72.2,100.23,81.83,99.13,53.14,61.69,43,159.44,0.22,52.8,80.18,39.12,26.24,6.49,16.74,26.29,37.32,20.41,2.87,5.1,0.21,1.43,1.86,3.53
2023/9/1,103,75.11,106.96,84.93,101.96,56.15,63.91,46.53,169.22,0.2,56.55,85.36,40.69,28.12,6.76,17.59,27.4,39.38,21.58,3.27,5.16,0.24,1.45,2.13,3.87
2023/9/2,65.52,43.1,79.25,51.54,61.46,38.88,51.03,26.02,97.67,1,30.46,52.34,22.57,16.15,4.37,9.12,15.55,22.72,12.66,1.99,3.04,0.15,2.5,1.53,3.05
2023/9/3,59.63,40.24,75.61,47.56,57.06,36.77,46.71,25.67,90.77,1.03,28.9,49.86,21.12,15.2,4.11,8.82,14.69,21.62,11.86,2.12,2.82,0.16,2.07,1.9,3.66
2023/9/4,93.72,70.54,98.99,81.61,98.86,52.77,58.97,43.1,159.98,0.84,53.34,80,38.98,26.65,6.61,17.05,26.51,37.63,20.67,2.94,5.08,0.24,1.36,1.79,3.5
2023/9/5,97.48,70.39,96.59,82.47,99.78,52.16,60.73,42.16,158.8,0.95,51.93,79.48,39.37,26.01,6.54,16.74,25.99,37.07,20.39,2.76,5.05,0.23,1.35,1.79,3.19
2023/9/6,97.37,70.09,97.35,82.32,99.73,52.23,60.89,41.92,159.36,0.89,52.22,79.88,39.89,25.96,6.55,16.96,25.97,37.27,20.44,2.76,5.07,0.23,1.32,1.87,3.45
2023/9/7,96.87,69.77,97.2,81.94,97.34,51.71,59.67,41.64,157.55,0.12,51.97,79.21,39.71,25.78,6.53,16.72,25.9,37.07,20.33,2.73,4.97,0.21,1.29,1.89,3.38
2023/9/8,102.85,77.53,109.76,88.01,103.91,56.95,63.99,46.91,171.63,0.11,56.78,88.76,42.9,28.7,6.72,18.15,27.68,40.36,21.63,3.4,5.13,0.26,1.3,2.43,4.12
2023/9/9,51.56,36.12,61.37,42.72,46.56,31.72,40.99,20.89,77.91,0.07,23.5,43.53,19.25,12.16,3.31,7.48,11.68,18.23,10.18,1.49,2.39,0.12,0.72,1.71,3.3
2023/9/10,63.76,45.23,79.65,53.83,60.25,38.87,53.19,26.12,97.14,0.11,30.33,53.92,24.33,16.08,4.37,9.67,16.1,23.48,13.31,2.41,2.86,0.18,1.96,1.98,3.88
2023/9/11,94.43,71.95,99.27,83.04,98.46,53.02,58.98,42.71,161.94,0.12,53.3,81.2,39.38,26.67,6.79,17.52,26.68,36.93,21.04,2.98,5.06,0.22,1.37,1.97,3.85
2023/9/12,98.98,71.14,97.81,84.27,99.59,52.68,60.49,42.01,158.81,0.12,52.44,80.51,39.41,26.27,6.69,17.03,26.32,37.05,20.7,2.89,5.03,0.22,1.49,1.86,3.41
2023/9/13,98.78,70.86,97.86,84.07,99.8,52.46,60.83,41.49,161.5,0.12,52.53,80.73,39.55,26.37,6.67,17.31,26.42,37.44,20.89,2.89,5.07,0.22,1.52,1.98,3.72
2023/9/14,98.8,71.12,98.13,82.51,99.16,52.36,60.65,41.5,159.95,0.14,52.36,80.22,39.14,26.09,6.65,17.05,26.12,37.01,20.57,2.82,5.05,0.14,1.51,1.98,3.61
2023/9/15,104.87,79.27,110.5,89.44,106.73,57.42,66.29,46.36,173.94,0.24,57.91,88.29,42.96,28.9,6.99,18.46,28.34,40.99,22.16,3.56,5.28,0.23,1.56,2.52,4.34
2023/9/16,71.63,48.97,89.03,58.79,67.42,40.99,55.65,26.71,107.5,0.34,33.16,57.8,26.36,17.96,4.79,10.23,17.26,26.47,13.71,2.21,3.25,0.17,3.08,1.83,3.31
2023/9/17,61.06,43.13,76.43,50.56,57.71,36.87,45.67,25.12,92.13,0.24,29.05,51.33,22.7,15.47,4.13,9.03,15.8,21.98,12.23,2.37,2.79,0.17,2.2,2,3.72
2023/9/18,94.17,71.16,98.1,82.81,98.38,52.82,58.03,42.17,160.79,0.11,53.18,81.09,39.33,26.55,6.75,17.26,26.6,37.07,20.94,2.94,5.1,0.22,1.49,2.07,3.49
2023/9/19,97.76,69.79,96.51,83.38,98.66,52.3,59.81,41.23,159.15,0.12,51.78,79.92,39.29,26.12,6.65,16.93,26.01,36.7,20.63,2.78,5.04,0.23,1.51,1.93,3.33
2023/9/20,98.95,70.5,98.26,83.92,99.72,52.73,60.96,41.47,161.77,0.13,52.31,81.5,40.48,26.42,6.74,17.3,26.19,37.24,20.85,2.82,5.1,0.22,1.64,2.16,3.72
2023/9/21,99.88,71.25,99.17,84.44,99.72,53.09,61.39,41.98,161.4,0.12,52.65,81.5,40.52,26.44,6.73,17.3,26.12,37.19,20.67,2.85,5.03,0.17,1.57,2.14,3.72
2023/9/22,106.29,77.49,111.6,89.4,106.86,57.25,69.87,46.18,176.1,0.12,57.45,89.35,44.03,28.83,7.01,18.67,28.24,40.97,21.98,3.52,5.24,0.23,1.75,2.65,4.47
2023/9/23,76.02,48.8,87.86,59.37,68.05,42.49,61.74,27.19,109.65,0.2,33.05,58.67,26.68,18.35,4.8,10.72,17.41,25.91,13.65,2.17,3.21,0.16,3.46,1.99,3.66
2023/9/24,64.81,42.58,76.8,51.13,58.08,37.61,50.02,25.23,93.95,0.15,28.8,51.75,23.05,15.62,4.18,9.48,15.63,22.07,12.16,2.23,2.82,0.16,2.09,2.19,3.87
2023/9/25,96.03,71.68,99.11,82.93,98.5,52.89,58.54,42.69,161.82,0.1,52.56,80.77,38.96,26.86,6.76,17.43,26.7,36.77,20.99,2.91,5.08,0.22,1.54,2.17,3.68
2023/9/26,100.87,72.77,100.26,84.58,99.85,54.26,60.74,44.1,163.2,0.11,52.81,82.11,39.26,27,6.76,17.63,26.36,37.21,20.88,2.82,5.07,0.2,1.48,2.29,3.96
2023/9/27,100.53,73.88,104.21,83.77,99.32,54.88,60.44,46.24,164.42,0.1,54.63,83.19,38.9,27.32,6.6,17.99,26.31,37.75,20.89,2.86,4.97,0.2,1.54,2.6,4.78
2023/9/28,104.24,77.98,115.38,85.65,102.06,58.66,64.76,50.74,172.16,0.11,56.94,89.77,40.65,29.08,6.86,19.42,29.16,40.41,22.12,4.14,5.05,0.23,1.72,3.4,5.76
2023/9/29,63.48,44.64,85.18,49.78,58.34,39.9,52.63,30.41,95.77,0.12,30.37,50.49,21.35,15.07,3.77,10.32,15.81,24.38,11.7,2.28,2.7,0.15,2.97,2.98,5.4
2023/9/30,63.96,47.66,91.38,50.62,59.36,40.94,60.04,27.58,90.59,0.14,25.86,47.44,20.09,14.04,3.47,9.05,14.34,19.42,10.77,2.16,2.52,0.12,4.48,2.39,4.33
2023/10/1,75.16,47.99,92.15,53.19,58.59,42.03,71.39,25.72,86.46,0.15,23.49,46.34,19.72,13.58,3.41,8.63,13.88,17.93,10.36,2.15,2.39,0.12,4.92,2.3,4.37
2023/10/2,67.05,43.98,89.97,48.97,56.44,39.32,64.34,24.74,84.45,0.16,22.56,44.99,18.32,12.81,3.3,8.66,13.86,16.68,9.41,2.04,2.26,0.12,4.73,1.91,4.26
2023/10/3,64.85,44,88.36,48.41,55.87,39.84,62.37,25.09,83.08,0.16,22.44,46.32,18.33,13.19,3.3,8.63,13.09,16.59,9.21,2.02,2.26,0.12,4.6,2.04,4.3
2023/10/4,61.63,41.82,84.03,46.13,54.25,39.34,56.01,25.13,82.49,0.15,23.23,45.99,18.32,13.23,3.26,8.52,13.21,16.94,9.37,2.05,2.33,0.11,3.85,2.24,4.38
2023/10/5,59.02,41.5,81.28,46.2,54.76,40.12,48.82,27.1,85.38,0.15,25.64,48.52,18.94,14.2,3.34,8.79,14.4,18.58,10.19,2.22,2.55,0.12,3.77,2.35,4.71
2023/10/6,55.13,39.89,75.28,45.83,53.12,39.01,40.14,29.25,87.85,0.11,28.56,50.35,19.66,14.9,3.86,8.93,16.28,21.15,11.54,2.49,2.7,0.15,2.25,2.76,5.49
2023/10/7,87.43,63.95,94.21,73.18,88.13,50.04,53.07,43.2,146.01,0.1,48.93,74.51,34.93,25.06,6.18,16.03,25.4,35.28,19.06,3.03,4.71,0.21,1.67,2.26,4.82
2023/10/8,90,64.94,94.92,76.48,91.87,50.41,55.6,43.02,151.51,0.1,51.39,76.29,37.23,25.57,6.33,16.62,25.74,37.62,19.61,2.85,4.92,0.21,1.66,2.14,4.66
2023/10/9,94.21,69.75,96.69,81.14,97.62,52.43,57.87,42.85,160.43,0.1,52.67,79.74,39.23,26.74,6.8,17.55,26.54,37.02,20.81,2.82,5.16,0.22,1.86,1.94,4.15
2023/10/10,98.94,70.47,97.47,83.76,99.68,52.67,60.95,42.42,161.55,0.11,52.53,80.9,40.53,26.8,6.8,17.4,26.68,37.03,20.96,2.84,5.2,0.22,1.99,1.88,3.74
2023/10/11,99.1,70.77,98.08,83.87,99.86,52.13,61.15,41.85,161.97,0.11,52.67,80.86,40.83,26.8,6.79,17.5,26.58,37.35,20.84,2.86,5.15,0.22,2.14,1.91,3.88
2023/10/12,99.16,71.3,98.8,83.78,99.51,52.62,60.78,42.28,161.97,0.11,52.53,81.12,40.24,26.79,6.74,17.57,26.26,36.95,20.62,2.79,5.13,0.22,1.76,1.89,3.88
2023/10/13,105.61,76.85,111.43,89.18,107.13,57.16,67.13,46.5,176.9,0.11,57.91,88.86,43.22,29.35,7.13,18.87,28.92,40.81,22.33,3.61,5.44,0.24,2.46,2.42,4.49
2023/10/14,73.16,47.23,87.81,57.43,67.98,42.31,60.45,26.68,110.37,0.13,32.72,58.1,25.51,18.55,4.85,10.65,17.41,25.42,13.66,2.31,3.3,0.16,7.69,1.79,3.47
2023/10/15,65.07,43.78,82.26,52.7,61.65,39.36,52,26.22,99.22,0.12,30.32,54.21,23.63,16.74,4.44,9.97,16.66,23.54,12.74,2.48,3,0.17,6.14,2.23,4.15
2023/10/16,98.39,73.51,101.52,85.05,101.18,54.44,61.42,43.39,166.09,0.11,54.23,83.62,40.36,27.49,7.02,18.15,27.22,37.61,21.46,2.99,5.22,0.24,3.08,2.28,4.04
2023/10/17,103.37,74.39,101.79,88.11,103.66,54.49,64.38,42.94,167.2,0.13,53.56,83.64,41.6,27.18,7.03,18.06,26.93,37.61,21.27,2.87,5.18,0.23,2.8,2.12,3.7
2023/10/18,104.71,75.4,103.48,88.84,104.7,55.04,65.73,42.92,169.64,0.13,53.82,84.73,41.77,27.28,6.96,18.41,26.77,38.19,21.34,2.88,5.19,0.24,3,2.28,3.88
2023/10/19,104.67,74.69,102.5,87.67,102.72,55.15,64.94,43.05,167.37,0.2,53.66,83.39,40.75,27.04,6.94,18.14,26.77,37.81,21.18,2.84,5.17,0.22,3.04,2.25,3.91
