seed,data,model,pred_len,train_time,mse,mae,mape,total inference time,avg inference time,avg_sample_time
1234,Line5,TimeXer,1,4.69317,66.34059,5.22852,0.08413,0.04221,0.00211,0.00031
1234,Line5,TimeXer,7,6.37987,78.25506,5.89006,0.09529,0.036,0.00189,0.00028
1234,Line5,TimeXer,14,6.32732,92.62007,6.65924,0.10761,0.03727,0.00207,0.0003
1234,Line5,TimeXer,28,5.6669,95.8391,6.53206,0.10591,0.02613,0.00163,0.00024
3047,Line14,XGBoost,1,0.173668385,0.071013434,0.266483459,0.315029506,,,
3047,Line14,XGBoost,7,0.15653491,147.8468313,9.455656869,11.22809086,,,
3047,Line14,XGBoost,14,0.247027159,319.6889313,15.41194178,18.52342013,,,
3047,Line14,XGBoost,28,0.240782976,372.9121039,16.78864675,20.23705009,,,
3456,Line14,XGBoost,1,0.140129566,1.036840148,1.018253479,1.203751601,,,
3456,Line14,XGBoost,7,0.161288261,158.1587204,9.801617759,11.82854716,,,
3456,Line14,XGBoost,14,0.234300613,277.552662,14.37360112,17.28967186,,,
3456,Line14,XGBoost,28,0.214294434,342.5648944,16.21148852,19.65579006,,,
5678,Line14,XGBoost,1,0.157562017,0.233744275,0.483471069,0.571546364,,,
5678,Line14,XGBoost,7,0.148570061,170.8937907,10.25349917,12.27614557,,,
5678,Line14,XGBoost,14,0.23882556,380.21406,16.73866138,20.08174399,,,
5678,Line14,XGBoost,28,0.223326445,357.0579485,16.5084665,19.97749746,,,
9012,Line14,XGBoost,1,0.140492201,0.066245284,0.257381592,0.304269526,,,
9012,Line14,XGBoost,7,0.155337572,157.2704051,9.933901651,12.03358932,,,
9012,Line14,XGBoost,14,0.224326611,364.0002459,16.38846754,19.64002935,,,
9012,Line14,XGBoost,28,0.22427702,344.4159286,16.27444744,19.75102378,,,
3047,Line14,TimeXer,1,6.2165,58.79735,4.68971,0.07185,0.03734,0.00187,0.00027
3047,Line14,TimeXer,7,5.92509,88.78671,6.19445,0.09999,0.03319,0.00175,0.00026
3047,Line14,TimeXer,14,6.14063,102.15972,6.44096,0.10374,0.04245,0.00236,0.00035
3047,Line14,TimeXer,28,5.74678,104.29952,6.57952,0.10433,0.0338,0.00211,0.00031
1234,Line6,TimeXer,1,6.20479,98.47428,6.57746,0.08668,0.03728,0.00186,0.00027
1234,Line6,TimeXer,7,6.35759,129.39756,7.67144,0.10238,0.03683,0.00194,0.00028
1234,Line6,TimeXer,14,5.19139,143.65266,8.08905,0.10909,0.03312,0.00184,0.00027
1234,Line6,TimeXer,28,4.95441,154.0349,8.65818,0.11243,0.03168,0.00198,0.00029
5678,Line14,TimeXer,1,6.55367,57.65283,4.74818,0.0727,0.03687,0.00184,0.00027
5678,Line14,TimeXer,7,5.06268,89.57913,6.12976,0.09818,0.0302,0.00159,0.00023
5678,Line14,TimeXer,14,4.90679,97.90781,6.39309,0.10342,0.02675,0.00149,0.00022
5678,Line14,TimeXer,28,5.99684,108.10353,6.67701,0.10628,0.03338,0.00209,0.00031
9012,Line14,TimeXer,1,5.53098,55.68889,4.64043,0.07042,0.03798,0.0019,0.00028
9012,Line14,TimeXer,7,6.44401,84.28002,5.78245,0.09053,0.03545,0.00187,0.00027
9012,Line14,TimeXer,14,6.29876,99.93287,6.54022,0.10253,0.03568,0.00198,0.00029
9012,Line14,TimeXer,28,6.00411,100.03434,6.70315,0.10408,0.02611,0.00163,0.00024
3456,Line14,TimeXer,1,6.28101,72.68495,5.33504,0.08155,0.03626,0.00181,0.00027
3456,Line14,TimeXer,7,6.43287,95.56624,6.33678,0.10106,0.04352,0.00229,0.00033
3456,Line14,TimeXer,14,5.54513,122.79934,7.44876,0.12125,0.03326,0.00185,0.00027
3456,Line14,TimeXer,28,5.95825,106.0478,6.71131,0.10572,0.0333,0.00208,0.00031
3047,Line14,TimeMixer,1,3.78714,107.48689,7.68742,0.11536,0.02322,0.00116,0.00017
3047,Line14,TimeMixer,7,4.88372,124.37226,8.00623,0.12155,0.02614,0.00138,0.0002
3047,Line14,TimeMixer,14,4.86721,105.61035,6.91939,0.1071,0.02615,0.00145,0.00021
3047,Line14,TimeMixer,28,4.69363,121.78353,7.80937,0.12181,0.01914,0.0012,0.00018
3047,Line14,SCINet,1,33.29592,47.70049,4.50613,0.06771,0.28555,0.01428,0.0021
3047,Line14,SCINet,7,36.38719,94.72828,6.464,0.0993,0.2745,0.01445,0.00211
3047,Line14,SCINet,14,34.17116,102.15545,6.80497,0.10484,0.27048,0.01503,0.0022
3047,Line14,SCINet,28,32.64673,115.15702,7.24891,0.1119,0.23249,0.01453,0.00213
3047,Line14,SegRNN,1,4.12357,54.36122,4.04364,0.06089,0.01813,0.00091,0.00013
3047,Line14,SegRNN,7,4.05852,73.88473,5.08013,0.07887,0.01717,0.0009,0.00013
3047,Line14,SegRNN,14,3.97748,428.69644,15.24768,0.2334,0.0171,0.00095,0.00014
3047,Line14,SegRNN,28,3.75764,428.93356,15.32567,0.23546,0.01707,0.00107,0.00016
1234,Line7,TimeXer,1,6.46482,16.76613,2.70211,0.05897,0.04431,0.00222,0.00033
1234,Line7,TimeXer,7,6.11868,22.52755,3.24834,0.07255,0.03324,0.00175,0.00026
1234,Line7,TimeXer,14,5.09211,39.16814,4.52607,0.10044,0.03626,0.00201,0.00029
1234,Line7,TimeXer,28,5.661,30.59672,3.8764,0.08638,0.03134,0.00196,0.00029
1234,Line8,TimeXer,1,6.66809,21.34105,3.33046,0.05659,0.0453,0.00226,0.00033
1234,Line8,TimeXer,7,6.52472,32.18459,4.21996,0.07138,0.04149,0.00218,0.00032
1234,Line8,TimeXer,28,4.92415,52.25494,5.48525,0.09484,0.02805,0.00175,0.00026
1234,Line9,TimeXer,1,5.4411,21.75077,2.84195,0.08679,0.03619,0.00181,0.00027
1234,Line9,TimeXer,7,5.59336,28.89307,3.47457,0.10869,0.0369,0.00194,0.00028
1234,Line9,TimeXer,14,6.32227,35.46171,4.0144,0.12599,0.03573,0.00199,0.00029
1234,Line9,TimeXer,28,6.13733,34.79154,3.87864,0.11989,0.03044,0.0019,0.00028
1234,LineCP,TimeXer,1,5.84011,14.00875,2.10433,0.07353,0.03485,0.00174,0.00026
1234,LineCP,TimeXer,7,6.54184,21.31469,2.84308,0.10136,0.03938,0.00207,0.0003
1234,LineCP,TimeXer,14,5.04062,27.29354,3.28274,0.12236,0.02923,0.00162,0.00024
1234,LineCP,TimeXer,28,6.09497,27.20903,3.41492,0.12295,0.03323,0.00208,0.0003
1234,LineDX,TimeXer,1,5.08502,0.09837,0.20634,0.04722,0.03025,0.00151,0.00022
1234,LineDX,TimeXer,7,5.27989,0.14585,0.265,0.05953,0.03185,0.00168,0.00024
1234,LineDX,TimeXer,14,5.0984,0.20887,0.32923,0.0732,0.03351,0.00186,0.00027
1234,LineDX,TimeXer,28,4.2256,0.28958,0.40569,0.09024,0.03239,0.00202,0.0003
1234,LineFS,TimeXer,1,6.57203,9.32442,1.863,0.08927,0.03643,0.00182,0.00027
1234,LineFS,TimeXer,7,6.6093,11.77534,2.11924,0.10803,0.03832,0.00202,0.00029
1234,LineFS,TimeXer,14,5.2707,12.98666,2.22793,0.11307,0.02915,0.00162,0.00024
1234,LineFS,TimeXer,28,5.10407,14.94759,2.41707,0.12417,0.0282,0.00176,0.00026
1234,LineS1,TimeXer,1,6.66452,0.29527,0.30593,0.07934,0.03634,0.00182,0.00027
1234,LineS1,TimeXer,7,5.6917,0.53365,0.47064,0.1278,0.03933,0.00207,0.0003
1234,LineS1,TimeXer,14,6.31715,0.53894,0.47447,0.13226,0.0354,0.00197,0.00029
1234,LineS1,TimeXer,28,6.03657,0.57499,0.48019,0.1352,0.0358,0.00224,0.00033
1234,LineSD,TimeXer,1,6.40507,0.04608,0.15338,0.0612,0.04437,0.00222,0.00033
5678,Line14,TimeMixer,1,4.71023,88.36463,6.24215,0.09558,0.02414,0.00121,0.00018
5678,Line14,TimeMixer,7,5.04639,112.94743,7.47107,0.11395,0.02426,0.00128,0.00019
5678,Line14,TimeMixer,14,4.62372,130.02975,8.65265,0.13526,0.02622,0.00146,0.00021
5678,Line14,TimeMixer,28,4.31516,148.52393,9.43482,0.14772,0.02825,0.00177,0.00026
5678,Line14,SCINet,1,35.84318,47.30222,4.5828,0.06974,0.24646,0.01232,0.00181
5678,Line14,SCINet,7,24.45708,89.54155,6.35592,0.09647,0.16783,0.00883,0.00129
5678,Line14,SCINet,28,32.77769,114.3535,7.21187,0.11194,0.22982,0.01436,0.00211
5678,Line14,SegRNN,1,4.02451,55.7619,4.26235,0.06547,0.01626,0.00081,0.00012
5678,Line14,SegRNN,7,3.9012,76.44845,5.10691,0.07963,0.018,0.00095,0.00014
5678,Line14,SegRNN,14,3.99906,419.39172,15.05392,0.23113,0.01442,0.0008,0.00012
5678,Line14,SegRNN,28,3.81303,432.93317,15.43026,0.23718,0.01816,0.00114,0.00017
9012,Line14,TimeMixer,1,4.53383,92.30387,6.90907,0.10497,0.02533,0.00127,0.00019
9012,Line14,TimeMixer,7,4.2366,118.60172,8.00407,0.12145,0.01912,0.00101,0.00015
9012,Line14,TimeMixer,14,4.00882,124.30948,8.08201,0.1232,0.02211,0.00123,0.00018
9012,Line14,TimeMixer,28,3.79123,139.54916,8.60127,0.13037,0.02107,0.00132,0.00019
9012,Line14,SCINet,1,30.51637,63.61228,5.19386,0.07825,0.3013,0.01507,0.00222
9012,Line14,SCINet,7,36.26704,90.40414,6.33049,0.09698,0.17846,0.00939,0.00137
9012,Line14,SCINet,14,30.28585,107.19572,7.15348,0.11037,0.25818,0.01434,0.0021
9012,Line14,SCINet,28,32.81835,115.39781,7.21706,0.11236,0.23043,0.0144,0.00211
9012,Line14,SegRNN,1,3.556,55.17983,3.93967,0.05993,0.01803,0.0009,0.00013
9012,Line14,SegRNN,7,3.44864,76.49608,5.11008,0.07935,0.01716,0.0009,0.00013
9012,Line14,SegRNN,14,3.95884,421.799,15.15519,0.23264,0.01624,0.0009,0.00013
9012,Line14,SegRNN,28,3.81437,429.83792,15.29829,0.23512,0.01972,0.00123,0.00018
3456,Line14,TimeMixer,1,4.78831,84.54546,6.69714,0.10044,0.02163,0.00108,0.00016
3456,Line14,TimeMixer,7,4.98687,133.37204,9.01182,0.13684,0.02567,0.00135,0.0002
3456,Line14,TimeMixer,14,4.8078,130.07623,8.19796,0.12632,0.02217,0.00123,0.00018
3456,Line14,TimeMixer,28,4.64685,149.69644,9.05446,0.14131,0.02114,0.00132,0.00019
3456,Line14,SCINet,1,36.35157,48.98109,4.62714,0.0679,0.25179,0.01259,0.00185
3456,Line14,SCINet,7,24.12336,88.73143,6.31519,0.09673,0.19034,0.01002,0.00146
3456,Line14,SCINet,14,30.6271,106.11431,6.96683,0.10742,0.26285,0.0146,0.00214
3456,Line14,SCINet,28,29.34663,119.94547,7.4966,0.11579,0.16397,0.01025,0.0015
3456,Line14,SegRNN,1,4.11024,54.96831,3.87589,0.05826,0.01769,0.00088,0.00013
3456,Line14,SegRNN,7,3.94224,74.95493,5.0909,0.07895,0.01708,0.0009,0.00013
3456,Line14,SegRNN,14,3.96584,428.5109,15.25615,0.23364,0.01514,0.00084,0.00012
3456,Line14,SegRNN,28,3.77306,430.62863,15.36222,0.23562,0.01623,0.00101,0.00015
1234,Line14,SARIMAX,1,1.740972281,0.3103,0.557020226,0.6585,,,
1234,Line14,SARIMAX,7,1.722142935,0.4908,0.655309032,0.9317,,,
1234,Line14,SARIMAX,14,1.772548199,0.8022,0.816811324,1.1097,,,
1234,Line14,SARIMAX,28,1.729657412,1.1234,0.964811237,1.3159,,,
1234,LineSD,TimeXer,7,6.50635,0.05962,0.17808,0.07061,0.03745,0.00197,0.00029
1234,LineSD,TimeXer,14,5.732,0.06984,0.19562,0.07741,0.03718,0.00207,0.0003
1234,LineSD,TimeXer,28,4.62253,0.08578,0.22013,0.08766,0.02421,0.00151,0.00022
1234,LineT1,TimeXer,1,6.55866,0.00172,0.03545,0.33083,0.03449,0.00172,0.00025
3047,Line15,XGBoost,1,0.153733253,0.684749179,0.827495728,2.064095105,,,
3047,Line15,XGBoost,7,0.147524595,25.12123687,3.233759439,8.192189349,,,
3047,Line15,XGBoost,14,0.244252205,55.86803432,6.515636193,16.77949752,,,
3047,Line15,XGBoost,28,0.230076313,44.12195314,5.485857857,14.24222657,,,
3456,Line15,XGBoost,1,0.150512934,0.505405226,0.710918579,1.773306508,,,
3456,Line15,XGBoost,7,0.141104698,24.4422356,3.000583093,7.93515145,,,
3456,Line15,XGBoost,14,0.229253292,53.79553441,6.349429425,16.20133715,,,
3456,Line15,XGBoost,28,0.237846851,37.32883882,5.034412354,13.08810385,,,
5678,Line15,XGBoost,1,0.139109135,0.21985547,0.468887482,1.169587133,,,
5678,Line15,XGBoost,7,0.151071787,28.89753671,3.441515775,9.0087662,,,
5678,Line15,XGBoost,14,0.213825703,58.70104107,6.601097265,16.84853309,,,
5678,Line15,XGBoost,28,0.231649876,35.50659127,5.00512301,13.05564853,,,
9012,Line15,XGBoost,1,0.151536465,0.452426608,0.672626648,1.677791589,,,
9012,Line15,XGBoost,7,0.138119221,28.25337297,3.668752387,9.749929698,,,
9012,Line15,XGBoost,14,0.228319168,58.49839926,6.57816167,16.72509319,,,
9012,Line15,XGBoost,28,0.24424243,28.02258022,4.488843585,11.86978546,,,
3047,Line15,TimeXer,1,6.53947,21.85039,2.89166,0.09811,0.0368,0.00184,0.00027
3047,Line15,TimeXer,7,6.48911,27.13987,3.51197,0.12431,0.03121,0.00164,0.00024
3047,Line15,TimeXer,14,5.22048,30.5078,3.49502,0.12817,0.02824,0.00157,0.00023
3047,Line15,TimeXer,28,4.6354,31.46414,3.6904,0.13584,0.0251,0.00157,0.00023
1234,LineT1,TimeXer,7,6.43117,0.00209,0.03945,0.34652,0.03381,0.00178,0.00026
1234,LineT1,TimeXer,14,6.32795,0.00183,0.03599,0.34616,0.03884,0.00216,0.00032
1234,LineT1,TimeXer,28,6.09146,0.00205,0.03739,0.37916,0.03336,0.00208,0.00031
1234,LineXJ,TimeXer,1,6.64705,1.05134,0.61371,0.24934,0.03843,0.00192,0.00028
5678,Line15,TimeXer,1,6.77603,17.18165,2.48706,0.08623,0.03991,0.002,0.00029
5678,Line15,TimeXer,7,6.50123,26.93206,3.47028,0.12357,0.04155,0.00219,0.00032
5678,Line15,TimeXer,14,6.28098,30.48772,3.74984,0.13623,0.03879,0.00215,0.00032
5678,Line15,TimeXer,28,6.04327,34.58818,3.77403,0.1381,0.03128,0.00196,0.00029
9012,Line15,TimeXer,1,6.63215,15.81668,2.54387,0.08416,0.04487,0.00224,0.00033
9012,Line15,TimeXer,7,6.18392,24.90077,3.24512,0.11729,0.04253,0.00224,0.00033
9012,Line15,TimeXer,14,6.32815,29.57905,3.52693,0.13015,0.0403,0.00224,0.00033
9012,Line15,TimeXer,28,5.87933,32.1786,3.68478,0.13609,0.03235,0.00202,0.0003
3456,Line15,TimeXer,1,6.56622,20.18681,2.86181,0.09771,0.04426,0.00221,0.00033
3456,Line15,TimeXer,7,5.37024,26.63932,3.28588,0.11891,0.03124,0.00164,0.00024
3456,Line15,TimeXer,14,4.63376,34.80311,3.98851,0.14717,0.03171,0.00176,0.00026
3456,Line15,TimeXer,28,4.9169,32.85158,3.73551,0.13911,0.02608,0.00163,0.00024
3047,Line15,TimeMixer,1,4.55593,32.27955,4.28824,0.14574,0.02669,0.00133,0.0002
3047,Line15,TimeMixer,7,4.81227,37.88966,4.38973,0.15203,0.03229,0.0017,0.00025
3047,Line15,TimeMixer,14,4.93023,36.66256,4.37284,0.15269,0.02756,0.00153,0.00022
3047,Line15,TimeMixer,28,4.6204,37.77034,4.26757,0.15191,0.02307,0.00144,0.00021
3047,Line15,SCINet,1,36.0925,13.37188,2.33429,0.08017,0.19443,0.00972,0.00143
3047,Line15,SCINet,7,29.25852,28.12055,3.52372,0.12295,0.18806,0.0099,0.00145
3047,Line15,SCINet,14,32.43715,32.16669,3.81654,0.135,0.2536,0.01409,0.00206
3047,Line15,SCINet,28,34.24737,35.5716,4.0453,0.14357,0.23201,0.0145,0.00213
3047,Line15,SegRNN,1,4.16042,15.44144,2.10062,0.07252,0.01945,0.00097,0.00014
3047,Line15,SegRNN,7,4.03598,22.23991,2.77579,0.09877,0.01803,0.00095,0.00014
3047,Line15,SegRNN,14,3.71857,132.37166,8.3887,0.29264,0.01299,0.00072,0.00011
3047,Line15,SegRNN,28,3.32532,132.63136,8.46768,0.29699,0.01614,0.00101,0.00015
1234,LineXJ,TimeXer,7,5.65388,1.48273,0.74754,0.29344,0.03324,0.00175,0.00026
1234,LineXJ,TimeXer,14,4.84664,1.96981,0.88806,0.33914,0.02713,0.00151,0.00022
1234,LineXJ,TimeXer,28,5.0056,2.7895,1.04538,0.35852,0.03114,0.00195,0.00029
1234,LineYF,TimeXer,1,5.39538,0.09048,0.21067,0.08054,0.03302,0.00165,0.00024
1234,LineYF,TimeXer,7,5.28604,0.09152,0.21476,0.08213,0.03135,0.00165,0.00024
1234,LineYF,TimeXer,14,6.18771,0.10041,0.22707,0.08739,0.03534,0.00196,0.00029
1234,LineYF,TimeXer,28,6.12858,0.10827,0.23034,0.08665,0.0397,0.00248,0.00036
1234,LineYZ,TimeXer,1,6.56394,4.89805,1.34947,0.08864,0.03987,0.00199,0.00029
1234,LineYZ,TimeXer,7,5.83271,7.28006,1.75418,0.12093,0.03368,0.00177,0.00026
1234,LineYZ,TimeXer,14,5.68063,9.72889,2.06334,0.1504,0.03591,0.00199,0.00029
1234,LineYZ,TimeXer,28,6.13658,9.25371,2.02465,0.1392,0.03628,0.00227,0.00033
1234,Line8,TimeXer,14,5.20623,62.69642,6.2712,0.10867,0.03036,0.00169,0.00025
1234,Line1,TimeMixer,1,4.19279,110.39494,7.32735,0.09423,0.02225,0.00111,0.00016
1234,Line1,TimeMixer,7,4.93528,141.95145,8.51711,0.10981,0.02771,0.00146,0.00021
1234,Line1,TimeMixer,14,4.8615,161.05553,9.38315,0.1212,0.02219,0.00123,0.00018
1234,Line1,TimeMixer,28,4.44838,185.73697,10.15862,0.13011,0.01865,0.00117,0.00017
1234,Line10,TimeMixer,1,4.2086,446.98984,14.40707,0.111,0.02169,0.00108,0.00016
1234,Line10,TimeMixer,7,4.70818,568.4499,16.91517,0.13122,0.02369,0.00125,0.00018
1234,Line10,TimeMixer,14,4.57703,576.4936,17.16272,0.13312,0.02117,0.00118,0.00017
1234,Line10,TimeMixer,28,4.37273,672.03656,18.73309,0.1432,0.01829,0.00114,0.00017
1234,Line11,TimeMixer,1,3.88817,0.01797,0.09582,0.15162,0.02367,0.00118,0.00017
1234,Line11,TimeMixer,7,4.50528,0.02152,0.10509,0.1667,0.02714,0.00143,0.00021
1234,Line11,TimeMixer,14,3.37777,0.02029,0.09874,0.16121,0.02515,0.0014,0.0002
1234,Line11,TimeMixer,28,2.86189,0.01986,0.09992,0.1612,0.0192,0.0012,0.00018
1234,Line13,TimeMixer,1,3.81066,70.27409,5.60782,0.15674,0.02671,0.00134,0.0002
1234,Line13,TimeMixer,7,4.81835,68.03107,5.76072,0.16704,0.02725,0.00143,0.00021
1234,Line13,TimeMixer,14,4.15857,69.85358,5.91212,0.17034,0.02119,0.00118,0.00017
1234,Line13,TimeMixer,28,3.90758,81.47453,6.47428,0.18282,0.02321,0.00145,0.00021
5678,Line15,TimeMixer,1,4.68574,25.93279,3.29027,0.11465,0.0232,0.00116,0.00017
5678,Line15,TimeMixer,7,4.96592,33.77196,4.03013,0.13936,0.02426,0.00128,0.00019
5678,Line15,TimeMixer,14,4.81909,38.92971,4.65669,0.16772,0.02216,0.00123,0.00018
5678,Line15,TimeMixer,28,3.66172,46.29585,5.22992,0.18983,0.0182,0.00114,0.00017
5678,Line15,SCINet,1,35.05305,13.25886,2.45266,0.08491,0.19701,0.00985,0.00145
5678,Line15,SCINet,7,27.78177,26.38354,3.47623,0.12039,0.25415,0.01338,0.00196
5678,Line15,SCINet,14,31.41654,32.14514,3.85132,0.13483,0.29636,0.01646,0.00241
5678,Line15,SCINet,28,31.98441,35.26443,4.04223,0.14391,0.23202,0.0145,0.00213
5678,Line15,SegRNN,1,4.11667,15.79355,2.13888,0.07507,0.02107,0.00105,0.00015
5678,Line15,SegRNN,7,3.98502,22.54384,2.7686,0.09931,0.01856,0.00098,0.00014
5678,Line15,SegRNN,14,3.82227,129.52866,8.28789,0.29012,0.01868,0.00104,0.00015
5678,Line15,SegRNN,28,3.76069,133.7087,8.52005,0.29891,0.01515,0.00095,0.00014
9012,Line15,TimeMixer,1,4.20184,27.42516,3.86383,0.13229,0.02619,0.00131,0.00019
9012,Line15,TimeMixer,7,4.98034,37.02176,4.48951,0.1557,0.02463,0.0013,0.00019
9012,Line15,TimeMixer,14,4.87289,39.45867,4.58819,0.15965,0.02411,0.00134,0.0002
9012,Line15,TimeMixer,28,4.60805,44.60359,4.88577,0.16857,0.02113,0.00132,0.00019
9012,Line15,SCINet,1,33.04607,17.99513,2.67732,0.09259,0.30265,0.01513,0.00223
9012,Line15,SCINet,7,34.84882,27.0667,3.50005,0.12287,0.28398,0.01495,0.00218
9012,Line15,SCINet,14,27.83404,32.80147,3.82821,0.13765,0.29195,0.01622,0.00237
9012,Line15,SCINet,28,31.67918,35.36504,3.99307,0.14291,0.22956,0.01435,0.00211
9012,Line15,SegRNN,1,4.11189,15.68575,2.04664,0.07032,0.01812,0.00091,0.00013
9012,Line15,SegRNN,7,4.04743,22.73128,2.77038,0.09935,0.01754,0.00092,0.00013
9012,Line15,SegRNN,14,3.82883,130.3444,8.35398,0.29216,0.01598,0.00089,0.00013
9012,Line15,SegRNN,28,3.84044,133.1952,8.46513,0.29687,0.0171,0.00107,0.00016
3456,Line15,TimeMixer,1,4.25154,28.70236,3.81915,0.12728,0.02022,0.00101,0.00015
3456,Line15,TimeMixer,7,4.22682,41.02298,4.97362,0.17185,0.02262,0.00119,0.00017
3456,Line15,TimeMixer,14,3.95743,39.62577,4.46275,0.15816,0.02314,0.00129,0.00019
3456,Line15,TimeMixer,28,4.6938,46.61994,4.99941,0.17969,0.02319,0.00145,0.00021
3456,Line15,SCINet,1,31.402,14.27545,2.51641,0.08558,0.19816,0.00991,0.00146
3456,Line15,SCINet,7,28.21888,26.7011,3.4117,0.12136,0.2854,0.01502,0.0022
3456,Line15,SCINet,14,34.7093,31.87356,3.79482,0.1349,0.24945,0.01386,0.00203
3456,Line15,SCINet,28,28.3417,37.26436,4.16427,0.14776,0.15845,0.0099,0.00145
3456,Line15,SegRNN,1,4.07459,15.85017,2.07136,0.07118,0.02017,0.00101,0.00015
3456,Line15,SegRNN,7,4.01344,22.2953,2.7633,0.09886,0.01935,0.00102,0.00015
3456,Line15,SegRNN,14,3.84703,132.03946,8.38572,0.2926,0.01609,0.00089,0.00013
3456,Line15,SegRNN,28,3.74317,133.33598,8.49008,0.29724,0.01677,0.00105,0.00015
1234,Line15,SARIMAX,1,2.003732204,0.0812,0.284950749,0.7108,,,
1234,Line15,SARIMAX,7,1.969956636,0.064,0.22057305,0.6451,,,
1234,Line15,SARIMAX,14,1.992065668,0.1003,0.245182997,0.7448,,,
1234,Line15,SARIMAX,28,1.958041668,0.1262,0.275065842,0.9224,,,
1234,Line14,TimeMixer,1,4.18685,89.05447,6.5311,0.10123,0.02528,0.00126,0.00019
1234,Line14,TimeMixer,7,4.6673,114.15542,7.60617,0.11875,0.02321,0.00122,0.00018
1234,Line14,TimeMixer,14,4.58827,115.68209,7.76242,0.12072,0.02314,0.00129,0.00019
1234,Line14,TimeMixer,28,4.57763,135.94649,8.56298,0.13152,0.01964,0.00123,0.00018
3047,Line16,XGBoost,1,0.155503273,2.609946101,1.615532761,5.274347896,,,
3047,Line16,XGBoost,7,0.132343531,4.816048981,2.099946583,7.552573657,,,
3047,Line16,XGBoost,14,0.250820398,29.59371323,4.787170072,16.1638946,,,
3047,Line16,XGBoost,28,0.234988928,11.20692127,2.937016405,10.33402526,,,
3456,Line16,XGBoost,1,0.159452915,3.295324017,1.815302734,5.926551532,,,
3456,Line16,XGBoost,7,0.16102767,6.041194633,2.42539857,9.130323366,,,
3456,Line16,XGBoost,14,0.235655069,26.66627731,4.536712548,15.39393757,,,
3456,Line16,XGBoost,28,0.230341911,14.20605973,3.30438503,11.57741466,,,
5678,Line16,XGBoost,1,0.149014711,1.979746815,1.40703476,4.593649231,,,
5678,Line16,XGBoost,7,0.159540176,5.120602459,2.211253183,8.246127308,,,
5678,Line16,XGBoost,14,0.219418764,26.69805289,4.603986402,15.63620334,,,
5678,Line16,XGBoost,28,0.24125886,14.22255393,3.361456716,11.78634926,,,
9012,Line16,XGBoost,1,0.140586376,2.598415998,1.611960297,5.262684612,,,
9012,Line16,XGBoost,7,0.157033205,6.231405195,2.427125538,9.008015081,,,
9012,Line16,XGBoost,14,0.242366791,33.16300731,5.061846123,17.00028828,,,
9012,Line16,XGBoost,28,0.243205786,15.61978026,3.512612119,12.38347112,,,
3047,Line16,TimeXer,1,6.41575,12.55066,2.2609,0.09335,0.03985,0.00199,0.00029
3047,Line16,TimeXer,7,6.08483,17.3191,2.63283,0.11917,0.03033,0.0016,0.00023
3047,Line16,TimeXer,14,6.37451,17.35463,2.69806,0.11605,0.0337,0.00187,0.00027
3047,Line16,TimeXer,28,5.64814,18.55176,2.79097,0.12042,0.02932,0.00183,0.00027
1234,Line15,TimeMixer,1,3.88348,32.46113,3.80722,0.13009,0.02417,0.00121,0.00018
1234,Line15,TimeMixer,7,4.95733,34.8951,4.17549,0.1494,0.02418,0.00127,0.00019
1234,Line15,TimeMixer,14,4.52034,36.59078,4.31769,0.1534,0.02217,0.00123,0.00018
1234,Line15,TimeMixer,28,4.6321,44.84649,4.89349,0.17038,0.02019,0.00126,0.00019
5678,Line16,TimeXer,1,6.53637,11.57029,2.03871,0.08479,0.04283,0.00214,0.00031
5678,Line16,TimeXer,7,6.52943,15.86278,2.53082,0.10634,0.03647,0.00192,0.00028
5678,Line16,TimeXer,14,5.17637,16.88811,2.67832,0.11537,0.02821,0.00157,0.00023
5678,Line16,TimeXer,28,4.92396,19.36403,2.82637,0.12044,0.03021,0.00189,0.00028
9012,Line16,TimeXer,1,5.51112,10.2434,1.98854,0.08077,0.0348,0.00174,0.00026
9012,Line16,TimeXer,7,5.27321,15.04756,2.44364,0.10429,0.03381,0.00178,0.00026
9012,Line16,TimeXer,14,6.13435,17.43299,2.70208,0.11746,0.03443,0.00191,0.00028
9012,Line16,TimeXer,28,6.09925,18.88324,2.74262,0.11893,0.03129,0.00196,0.00029
3456,Line16,TimeXer,1,6.67604,11.41552,2.05148,0.08216,0.03926,0.00196,0.00029
3456,Line16,TimeXer,7,6.45137,16.72435,2.52927,0.11171,0.0408,0.00215,0.00031
3456,Line16,TimeXer,14,5.74436,18.93667,2.82863,0.12512,0.03779,0.0021,0.00031
3456,Line16,TimeXer,28,5.64512,19.28123,2.87728,0.12602,0.02924,0.00183,0.00027
3047,Line16,TimeMixer,1,4.45877,19.82242,3.29848,0.13467,0.02317,0.00116,0.00017
3047,Line16,TimeMixer,7,4.34892,21.69087,3.43275,0.14583,0.02328,0.00123,0.00018
3047,Line16,TimeMixer,14,4.05699,18.37749,2.79441,0.11983,0.02224,0.00124,0.00018
3047,Line16,TimeMixer,28,3.86294,22.12426,3.32318,0.14483,0.02122,0.00133,0.00019
3047,Line16,SCINet,1,33.67701,9.00105,1.95432,0.08053,0.25976,0.01299,0.00191
3047,Line16,SCINet,7,32.26241,16.6823,2.68595,0.11302,0.2659,0.01399,0.00205
3047,Line16,SCINet,14,33.77348,18.33871,2.89031,0.12168,0.26106,0.0145,0.00212
3047,Line16,SCINet,28,26.89332,20.54106,3.03653,0.12842,0.14673,0.00917,0.00135
