seed,data,model,pred_len,train_time,mse,mae,mape,total inference time,avg inference time,avg_sample_time
3456,Line7,XGBoost,7,0.137637138,23.78636623,4.202881383,7.419933595,,,
3456,Line7,XGBoost,14,0.231322527,87.05396601,8.618477533,15.52092095,,,
3456,Line7,XGBoost,28,0.225844145,72.59503577,7.586591677,13.51450686,,,
5678,Line7,XGBoost,1,0.145529032,3.127136433,1.768371124,3.0743587,,,
5678,Line7,XGBoost,7,0.156815529,19.41175561,3.621606598,6.311139923,,,
5678,Line7,XGBoost,14,0.237322807,87.89815268,8.556154099,15.30961426,,,
5678,Line7,XGBoost,28,0.258814335,78.95038219,7.896032154,14.04453577,,,
9012,Line7,XGBoost,1,0.156980038,3.080937702,1.75526001,3.05156469,,,
9012,Line7,XGBoost,7,0.152750015,25.33655293,4.192594779,7.287453741,,,
9012,Line7,XGBoost,14,0.241868496,77.74297064,7.984816262,14.24578883,,,
9012,Line7,XGBoost,28,0.231252193,82.35176296,8.062598201,14.3382645,,,
3047,Line7,TimeXer,1,5.51539,16.91315,2.67618,0.05898,0.03561,0.00178,0.00026
3047,Line7,TimeXer,7,4.96052,23.22912,3.35118,0.07553,0.03371,0.00177,0.00026
3047,Line7,TimeXer,14,4.86629,28.48005,3.79033,0.08436,0.02822,0.00157,0.00023
3047,Line7,TimeXer,28,6.02944,30.32781,3.85546,0.08579,0.03001,0.00188,0.00028
1234,LineFS,SCINet,1,25.57507,8.2008,2.01549,0.09523,0.27353,0.01368,0.00201
1234,LineFS,SCINet,7,33.8746,13.22777,2.42317,0.11843,0.30196,0.01589,0.00232
1234,LineFS,SCINet,14,34.31888,14.80036,2.65838,0.12841,0.24623,0.01368,0.002
1234,LineFS,SCINet,28,24.953,16.52399,2.74237,0.13506,0.20565,0.01285,0.00189
5678,Line7,TimeXer,1,6.54245,16.91723,2.8473,0.0634,0.03689,0.00184,0.00027
5678,Line7,TimeXer,7,5.73635,26.1452,3.5327,0.08006,0.04345,0.00229,0.00033
5678,Line7,TimeXer,14,5.5245,27.09413,3.72557,0.08308,0.03935,0.00219,0.00032
5678,Line7,TimeXer,28,6.02258,31.32242,3.95901,0.08803,0.03735,0.00233,0.00034
9012,Line7,TimeXer,1,6.40308,15.4331,2.67753,0.05884,0.03796,0.0019,0.00028
9012,Line7,TimeXer,7,6.48373,22.13835,3.10652,0.06947,0.0344,0.00181,0.00026
9012,Line7,TimeXer,14,5.5964,26.5438,3.63794,0.07962,0.02765,0.00154,0.00022
9012,Line7,TimeXer,28,4.99386,29.03766,3.70321,0.08278,0.02563,0.0016,0.00024
3456,Line7,TimeXer,1,5.38392,17.12257,2.82322,0.06283,0.03471,0.00174,0.00026
3456,Line7,TimeXer,7,5.04889,22.5013,3.19211,0.07086,0.03635,0.00191,0.00028
3456,Line7,TimeXer,14,5.43238,37.06133,4.36033,0.09843,0.03079,0.00171,0.00025
3456,Line7,TimeXer,28,6.05988,30.64748,3.79059,0.08459,0.03129,0.00196,0.00029
3047,Line7,TimeMixer,1,4.17782,26.65438,3.87398,0.08527,0.02371,0.00119,0.00017
3047,Line7,TimeMixer,7,4.20653,28.75387,3.96516,0.0885,0.02382,0.00125,0.00018
3047,Line7,TimeMixer,14,4.12284,26.7642,3.62215,0.08072,0.02318,0.00129,0.00019
3047,Line7,TimeMixer,28,4.62322,35.36939,4.47449,0.10076,0.0232,0.00145,0.00021
3047,Line7,SCINet,1,36.43833,16.8309,2.79389,0.06108,0.23505,0.01175,0.00173
3047,Line7,SCINet,7,28.759,26.19048,3.59463,0.07883,0.18801,0.0099,0.00145
3047,Line7,SCINet,14,30.92778,28.86334,3.81943,0.08429,0.26748,0.01486,0.00217
3047,Line7,SCINet,28,33.48168,31.78184,4.07345,0.09064,0.20094,0.01256,0.00184
3047,Line7,SegRNN,1,4.20066,16.24486,2.53845,0.05621,0.02068,0.00103,0.00015
3047,Line7,SegRNN,7,4.04734,19.13286,2.73758,0.06016,0.01724,0.00091,0.00013
3047,Line7,SegRNN,14,3.88957,107.31067,7.79766,0.17233,0.01418,0.00079,0.00012
3047,Line7,SegRNN,28,3.84456,107.17466,7.88293,0.17526,0.01812,0.00113,0.00017
1234,LineS1,SCINet,1,28.36176,0.24463,0.32907,0.08361,0.26708,0.01335,0.00196
1234,LineS1,SCINet,7,32.29642,0.4803,0.45129,0.12129,0.2977,0.01567,0.00229
1234,LineS1,SCINet,14,34.1077,0.57203,0.51164,0.1342,0.28345,0.01575,0.0023
1234,LineS1,SCINet,28,24.23641,0.6339,0.52931,0.14318,0.15943,0.00996,0.00146
1234,LineSD,SCINet,1,27.46245,0.06109,0.17942,0.07202,0.26416,0.01321,0.00194
1234,LineSD,SCINet,7,30.62594,0.06962,0.19316,0.07741,0.27272,0.01435,0.0021
1234,LineSD,SCINet,14,23.1661,0.0729,0.20159,0.08065,0.17999,0.01,0.00146
1234,LineSD,SCINet,28,29.82365,0.08393,0.21883,0.08623,0.24711,0.01544,0.00227
1234,LineT1,SCINet,1,28.40466,0.00299,0.04582,0.42035,0.25283,0.01264,0.00186
1234,LineT1,SCINet,7,26.3869,0.00256,0.04042,0.37671,0.22233,0.0117,0.00171
1234,LineT1,SCINet,14,17.90232,0.00271,0.04137,0.39312,0.17824,0.0099,0.00145
1234,LineT1,SCINet,28,22.03847,0.00273,0.04097,0.41851,0.174,0.01088,0.0016
1234,LineXJ,SCINet,1,26.17216,1.64834,0.80849,0.30564,0.23228,0.01161,0.00171
1234,LineXJ,SCINet,7,33.01752,1.41884,0.77156,0.30385,0.26784,0.0141,0.00206
1234,LineXJ,SCINet,14,30.09579,1.45121,0.79768,0.30987,0.18744,0.01041,0.00152
1234,LineXJ,SCINet,28,26.21408,2.05254,0.91778,0.31743,0.19135,0.01196,0.00176
1234,LineYF,SCINet,1,23.90327,0.09761,0.23909,0.09254,0.17502,0.00875,0.00129
1234,LineYF,SCINet,7,27.27378,0.11405,0.24804,0.09563,0.2651,0.01395,0.00204
1234,LineYF,SCINet,14,31.04557,0.1206,0.25807,0.09927,0.28906,0.01606,0.00235
1234,LineYF,SCINet,28,30.31691,0.12559,0.26418,0.1015,0.23562,0.01473,0.00216
1234,LineYZ,SCINet,1,33.39318,4.22012,1.40998,0.09067,0.2644,0.01322,0.00194
1234,LineYZ,SCINet,7,22.57337,8.31617,1.95757,0.13047,0.20086,0.01057,0.00155
1234,LineYZ,SCINet,14,33.64861,8.76921,2.05715,0.13481,0.26886,0.01494,0.00219
1234,LineYZ,SCINet,28,31.75182,9.59231,2.0888,0.14189,0.24006,0.015,0.0022
5678,Line7,TimeMixer,1,4.26179,22.93311,3.28854,0.07274,0.0235,0.00117,0.00017
5678,Line7,TimeMixer,7,4.8601,29.87298,4.06566,0.09001,0.03428,0.0018,0.00026
5678,Line7,TimeMixer,14,4.8147,33.21167,4.4239,0.09918,0.02115,0.00118,0.00017
5678,Line7,TimeMixer,28,4.78816,37.64499,4.69612,0.10576,0.02105,0.00132,0.00019
5678,Line7,SCINet,1,31.36795,15.23884,2.64136,0.05802,0.29682,0.01484,0.00218
5678,Line7,SCINet,7,36.44265,22.9951,3.37313,0.0736,0.28603,0.01505,0.0022
5678,Line7,SCINet,14,31.58222,25.47423,3.68548,0.0808,0.17846,0.00991,0.00145
5678,Line7,SCINet,28,29.6267,31.92527,4.10273,0.0913,0.25985,0.01624,0.00238
5678,Line7,SegRNN,1,4.10328,15.60263,2.4137,0.05323,0.02,0.001,0.00015
5678,Line7,SegRNN,7,4.01892,19.60305,2.76774,0.0609,0.018,0.00095,0.00014
5678,Line7,SegRNN,14,3.93853,105.18405,7.70442,0.17066,0.01737,0.00096,0.00014
5678,Line7,SegRNN,28,3.80433,108.354,7.93752,0.17653,0.01607,0.001,0.00015
9012,Line7,TimeMixer,1,4.86718,22.96306,3.63091,0.08138,0.02918,0.00146,0.00021
9012,Line7,TimeMixer,7,4.94833,29.14748,4.00756,0.08821,0.02067,0.00109,0.00016
9012,Line7,TimeMixer,14,4.7932,31.06033,4.12925,0.09115,0.02824,0.00157,0.00023
9012,Line7,SCINet,1,36.10824,16.89117,2.91397,0.06325,0.25762,0.01288,0.00189
9012,Line7,SCINet,7,26.14228,25.02871,3.52899,0.07733,0.19003,0.01,0.00146
9012,Line7,SCINet,14,34.02591,28.7387,3.85397,0.0851,0.27654,0.01536,0.00225
9012,Line7,SCINet,28,28.1199,31.60296,4.1028,0.0908,0.22119,0.01382,0.00203
9012,Line7,SegRNN,1,3.61886,15.76267,2.33108,0.05129,0.0183,0.00092,0.00013
9012,Line7,SegRNN,7,3.32169,20.02709,2.81813,0.06223,0.01824,0.00096,0.00014
9012,Line7,SegRNN,14,3.75533,105.56786,7.75036,0.17162,0.01706,0.00095,0.00014
9012,Line7,SegRNN,28,3.76435,107.2307,7.87391,0.17508,0.01814,0.00113,0.00017
3456,Line7,TimeMixer,1,4.69063,26.44188,3.75984,0.08134,0.02513,0.00126,0.00018
3456,Line7,TimeMixer,7,4.94346,32.82626,4.44644,0.09806,0.02662,0.0014,0.0002
3456,Line7,TimeMixer,14,4.92955,34.69957,4.32968,0.09579,0.02766,0.00154,0.00022
3456,Line7,TimeMixer,28,4.6215,40.58877,4.83102,0.10828,0.026,0.00162,0.00024
3456,Line7,SCINet,1,32.64589,18.18161,3.09494,0.06668,0.28476,0.01424,0.00209
3456,Line7,SCINet,7,32.29787,24.70543,3.49276,0.07548,0.23094,0.01215,0.00178
3456,Line7,SCINet,14,28.21239,29.83154,3.91432,0.08633,0.17538,0.00974,0.00143
3456,Line7,SCINet,28,27.24039,32.23833,4.10737,0.09099,0.24777,0.01549,0.00227
3456,Line7,SegRNN,1,3.28032,17.32725,2.45614,0.05368,0.019,0.00095,0.00014
3456,Line7,SegRNN,7,3.91849,19.08907,2.72198,0.05967,0.0196,0.00103,0.00015
3456,Line7,SegRNN,14,3.93498,107.41344,7.80016,0.17257,0.01704,0.00095,0.00014
3456,Line7,SegRNN,28,2.98208,112.51991,8.18016,0.18367,0.01608,0.00101,0.00015
9012,Line7,TimeMixer,28,4.51833,36.70445,4.55704,0.10086,0.02363,0.00148,0.00022
1234,Line7,SARIMAX,1,2.813396931,1.3094,1.14430959,1.9894,,,
1234,Line7,SARIMAX,7,2.809077263,0.3475,0.45740808,0.8209,,,
1234,Line7,SARIMAX,14,2.799071312,0.4543,0.567525669,1.0531,,,
1234,Line7,SARIMAX,28,2.83907485,0.7055,0.714747634,1.3222,,,
3047,Line8,XGBoost,1,0.163570642,68.95456505,8.30388855,10.82080864,,,
3047,Line8,XGBoost,7,0.147301435,129.0281654,10.8216507,14.31678183,,,
3047,Line8,XGBoost,14,0.232798338,305.8299068,17.07558765,22.73265553,,,
3047,Line8,XGBoost,28,0.22131896,176.9256503,12.21872421,16.23710826,,,
3456,Line8,XGBoost,1,0.131084442,67.73022769,8.229837646,10.7243128,,,
3456,Line8,XGBoost,7,0.15150404,138.5637063,11.25579213,14.90945493,,,
3456,Line8,XGBoost,14,0.271844625,304.0817062,17.12447381,22.86424234,,,
3456,Line8,XGBoost,28,0.242585182,190.8195209,12.66836449,16.81035155,,,
5678,Line8,XGBoost,1,0.133288383,57.68071521,7.594782104,9.896771051,,,
5678,Line8,XGBoost,7,0.160668373,140.6109415,11.30332489,14.97442484,,,
5678,Line8,XGBoost,14,0.242249012,314.0148432,17.39780205,23.23455865,,,
5678,Line8,XGBoost,28,0.241514444,177.6784098,12.21329765,16.201484,,,
9012,Line8,XGBoost,1,0.157502174,57.36026992,7.573656311,9.869242,,,
9012,Line8,XGBoost,7,0.148540735,140.44738,11.37018182,15.08502482,,,
9012,Line8,XGBoost,14,0.241928577,328.9018706,17.72195023,23.59797802,,,
9012,Line8,XGBoost,28,0.239356995,181.6617036,12.42778119,16.52160607,,,
3047,Line8,TimeXer,1,6.60495,22.95449,3.44444,0.0591,0.04698,0.00235,0.00035
3047,Line8,TimeXer,7,6.39708,31.4751,4.18099,0.071,0.03679,0.00194,0.00028
3047,Line8,TimeXer,14,6.24818,39.7644,4.80312,0.08226,0.03636,0.00202,0.0003
3047,Line8,TimeXer,28,5.59046,55.8471,5.71272,0.09894,0.03215,0.00201,0.00029
5678,Line8,TimeXer,1,6.71917,21.23823,3.32436,0.05692,0.0414,0.00207,0.0003
5678,Line8,TimeXer,7,5.32939,30.30654,4.02944,0.0682,0.03322,0.00175,0.00026
5678,Line8,TimeXer,14,4.69302,47.69984,5.2945,0.09093,0.03024,0.00168,0.00025
5678,Line8,TimeXer,28,5.32279,56.25047,5.67904,0.09829,0.03145,0.00197,0.00029
9012,Line8,TimeXer,1,5.55928,20.44713,3.29233,0.05547,0.03725,0.00186,0.00027
9012,Line8,TimeXer,7,5.89029,33.42113,4.28899,0.0739,0.0337,0.00177,0.00026
9012,Line8,TimeXer,14,5.48015,50.773,5.42963,0.09259,0.03741,0.00208,0.0003
9012,Line8,TimeXer,28,6.12098,49.58605,5.4223,0.09332,0.03438,0.00215,0.00032
3456,Line8,TimeXer,1,6.43093,19.47659,3.1281,0.05285,0.03882,0.00194,0.00029
3456,Line8,TimeXer,7,6.2542,29.87445,4.07467,0.06935,0.0394,0.00207,0.0003
3456,Line8,TimeXer,14,5.4036,51.97826,5.51223,0.09471,0.0333,0.00185,0.00027
3456,Line8,TimeXer,28,6.02179,43.8855,5.02595,0.08626,0.03212,0.00201,0.00029
3047,Line8,TimeMixer,1,4.72051,29.85305,4.13391,0.07058,0.02522,0.00126,0.00019
3047,Line8,TimeMixer,7,5.02723,34.59143,4.52274,0.07719,0.02535,0.00133,0.0002
3047,Line8,TimeMixer,14,4.92426,41.00211,4.97222,0.08544,0.02317,0.00129,0.00019
3047,Line8,TimeMixer,28,4.64509,51.27713,5.63464,0.09684,0.02331,0.00146,0.00021
3047,Line8,SCINet,1,30.3445,32.26094,4.25424,0.07143,0.19852,0.00993,0.00146
3047,Line8,SCINet,7,32.93145,37.84708,4.69651,0.07815,0.29577,0.01557,0.00228
3047,Line8,SCINet,14,34.25518,49.23371,5.46534,0.09254,0.25662,0.01426,0.00209
3047,Line8,SCINet,28,27.01266,53.6564,5.76909,0.09821,0.13708,0.00857,0.00126
3047,Line8,SegRNN,1,4.18903,21.33064,3.12215,0.05342,0.01814,0.00091,0.00013
3047,Line8,SegRNN,7,3.93124,28.70517,3.83482,0.06446,0.0162,0.00085,0.00012
3047,Line8,SegRNN,14,3.47827,91.92187,7.34127,0.12488,0.01812,0.00101,0.00015
3047,Line8,SegRNN,28,3.78682,108.39796,8.0168,0.13776,0.01814,0.00113,0.00017
5678,Line8,TimeMixer,1,4.98208,27.28565,3.86752,0.06538,0.03049,0.00152,0.00022
5678,Line8,TimeMixer,7,4.90878,37.07947,4.64578,0.07941,0.02853,0.0015,0.00022
5678,Line8,TimeMixer,14,4.5397,42.98934,5.05702,0.08703,0.02168,0.0012,0.00018
5678,Line8,TimeMixer,28,4.6767,55.5861,5.81724,0.10019,0.01918,0.0012,0.00018
5678,Line8,SCINet,1,37.67961,26.98467,3.9599,0.06589,0.20003,0.01,0.00147
5678,Line8,SCINet,7,31.20365,39.38724,4.79981,0.08047,0.26072,0.01372,0.00201
5678,Line8,SCINet,14,35.27401,43.25542,5.20538,0.08839,0.27576,0.01532,0.00224
5678,Line8,SCINet,28,35.0805,52.50053,5.73101,0.09766,0.23066,0.01442,0.00212
5678,Line8,SegRNN,7,3.97825,28.79849,3.83617,0.06455,0.01557,0.00082,0.00012
5678,Line8,SegRNN,14,3.15516,97.34159,7.64714,0.13079,0.01814,0.00101,0.00015
5678,Line8,SegRNN,28,3.72411,108.21379,7.99289,0.13731,0.01582,0.00099,0.00015
9012,Line8,TimeMixer,1,4.28732,24.559,3.59914,0.06133,0.02326,0.00116,0.00017
9012,Line8,TimeMixer,7,4.66794,34.29351,4.48954,0.07612,0.02518,0.00133,0.00019
9012,Line8,TimeMixer,14,4.83713,40.4379,4.97457,0.08459,0.02112,0.00117,0.00017
9012,Line8,TimeMixer,28,4.38597,53.93308,5.70883,0.09853,0.0213,0.00133,0.0002
9012,Line8,SCINet,1,27.33422,35.4421,4.66032,0.07837,0.22915,0.01146,0.00168
9012,Line8,SCINet,7,35.55898,41.3259,5.00849,0.08396,0.27979,0.01473,0.00215
9012,Line8,SCINet,14,32.04328,47.54734,5.38086,0.09123,0.23165,0.01287,0.00188
9012,Line8,SCINet,28,28.5892,53.72479,5.79089,0.09832,0.15466,0.00967,0.00142
9012,Line8,SegRNN,1,4.15734,19.98062,2.97743,0.05055,0.01925,0.00096,0.00014
9012,Line8,SegRNN,7,4.06542,30.12792,3.92383,0.06633,0.01556,0.00082,0.00012
9012,Line8,SegRNN,14,3.98367,91.47564,7.30853,0.12437,0.01714,0.00095,0.00014
9012,Line8,SegRNN,28,3.79011,107.31218,7.95605,0.13665,0.01602,0.001,0.00015
3456,Line8,TimeMixer,1,4.96568,25.03198,3.82934,0.06512,0.02526,0.00126,0.00019
3456,Line8,TimeMixer,7,4.66323,37.52289,4.80609,0.08151,0.02619,0.00138,0.0002
3456,Line8,TimeMixer,14,4.13132,45.49626,5.23554,0.08939,0.0221,0.00123,0.00018
3456,Line8,TimeMixer,28,3.9258,56.15647,5.85421,0.10079,0.01967,0.00123,0.00018
3456,Line8,SCINet,1,37.39294,36.1763,4.4854,0.07541,0.27927,0.01396,0.00205
3456,Line8,SCINet,7,34.42435,38.62104,4.76639,0.0798,0.18167,0.00956,0.0014
3456,Line8,SCINet,14,28.1582,48.05488,5.39218,0.09143,0.28136,0.01563,0.00229
3456,Line8,SCINet,28,34.06695,54.59137,5.8928,0.09991,0.25268,0.01579,0.00232
3456,Line8,SegRNN,1,4.17573,19.92103,2.93604,0.04986,0.0196,0.00098,0.00014
3456,Line8,SegRNN,7,4.0423,28.67078,3.83157,0.06439,0.01969,0.00104,0.00015
3456,Line8,SegRNN,14,3.45733,94.50811,7.48274,0.12789,0.02068,0.00115,0.00017
3456,Line8,SegRNN,28,2.82214,112.89452,8.16035,0.14065,0.01706,0.00107,0.00016
5678,Line8,SegRNN,1,3.71706,19.74208,2.98142,0.05067,0.0161,0.00081,0.00012
1234,Line8,SARIMAX,1,52.41613293,0.5834,0.763788332,0.9953,,,
1234,Line8,SARIMAX,7,52.0709269,6.2023,2.113694848,2.8855,,,
1234,Line8,SARIMAX,14,53.01610279,5.2438,1.871698059,2.5688,,,
1234,Line8,SARIMAX,28,52.548944,4.1129,1.687576548,2.3725,,,
3047,Line9,XGBoost,1,0.144533634,0.42497205,0.651898804,1.454806525,,,
3047,Line9,XGBoost,7,0.132219553,16.38624167,3.460989609,7.889064436,,,
3047,Line9,XGBoost,14,0.235902309,93.59913718,8.505752514,19.20533919,,,
3047,Line9,XGBoost,28,0.229389906,57.87001777,6.586855725,14.7435515,,,
3456,Line9,XGBoost,1,0.15462184,0.231724799,0.481378021,1.07426472,,,
3456,Line9,XGBoost,7,0.149372101,17.60715142,3.795289514,9.036353781,,,
3456,Line9,XGBoost,14,0.227767467,82.38324476,7.95143813,17.89337951,,,
3456,Line9,XGBoost,28,0.236256361,67.18788783,7.106459672,15.93916377,,,
5678,Line9,XGBoost,1,0.127663374,0.59767673,0.773095551,1.725274605,,,
5678,Line9,XGBoost,7,0.152273178,13.62887232,3.151307853,7.296359339,,,
5678,Line9,XGBoost,14,0.212317705,80.84778807,7.863888375,17.69147896,,,
5678,Line9,XGBoost,28,0.261667013,62.17101985,6.836757973,15.30629422,,,
9012,Line9,XGBoost,1,0.157995462,0.849300503,0.921575012,2.056628012,,,
9012,Line9,XGBoost,7,0.155004978,14.12508989,3.304921079,7.673349103,,,
9012,Line9,XGBoost,14,0.225332737,79.81821607,7.773896125,17.42940552,,,
9012,Line9,XGBoost,28,0.221786976,65.12204739,6.956817281,15.56355117,,,
3047,Line9,TimeXer,1,6.554,29.99096,3.36049,0.10505,0.04129,0.00206,0.0003
3047,Line9,TimeXer,7,6.38729,32.10044,3.7662,0.12057,0.0388,0.00204,0.0003
3047,Line9,TimeXer,14,4.91093,33.70801,3.88314,0.12104,0.03134,0.00174,0.00025
3047,Line9,TimeXer,28,4.34956,38.81743,4.19243,0.12858,0.02611,0.00163,0.00024
5678,Line9,TimeXer,1,6.64006,20.1042,2.85,0.08667,0.04286,0.00214,0.00032
5678,Line9,TimeXer,7,6.49718,29.85441,3.63371,0.11129,0.04221,0.00222,0.00032
5678,Line9,TimeXer,14,5.29577,40.29704,4.38678,0.13557,0.03265,0.00181,0.00027
5678,Line9,TimeXer,28,5.64003,38.51134,4.20357,0.1303,0.03232,0.00202,0.0003
9012,Line9,TimeXer,1,6.38071,21.24333,2.96101,0.08941,0.04251,0.00213,0.00031
9012,Line9,TimeXer,7,6.37865,30.82328,3.59752,0.11283,0.04542,0.00239,0.00035
9012,Line9,TimeXer,14,6.16842,32.69284,3.80222,0.11419,0.03022,0.00168,0.00025
9012,Line9,TimeXer,28,5.49442,36.75721,4.09345,0.12553,0.03032,0.00189,0.00028
3456,Line9,TimeXer,1,6.52814,25.84909,3.04407,0.09331,0.04538,0.00227,0.00033
3456,Line9,TimeXer,7,5.41515,33.65782,3.81662,0.12217,0.0337,0.00177,0.00026
3456,Line9,TimeXer,14,5.14152,36.31432,4.16824,0.12852,0.02971,0.00165,0.00024
3456,Line9,TimeXer,28,4.9582,36.20198,3.97705,0.12492,0.0262,0.00164,0.00024
3047,Line9,TimeMixer,1,4.22384,37.39398,4.42139,0.13198,0.02424,0.00121,0.00018
3047,Line9,TimeMixer,7,4.96541,38.93441,4.61964,0.14158,0.02876,0.00151,0.00022
3047,Line9,TimeMixer,14,4.86394,33.33739,3.92316,0.11988,0.0263,0.00146,0.00021
3047,Line9,TimeMixer,28,3.90103,40.87062,4.66966,0.14426,0.01921,0.0012,0.00018
3047,Line9,SCINet,1,31.13939,20.31627,2.89688,0.0858,0.28362,0.01418,0.00209
3047,Line9,SCINet,7,35.60952,33.58638,3.84985,0.11737,0.1891,0.00995,0.00145
3047,Line9,SCINet,14,28.83467,35.38177,3.96413,0.12092,0.16128,0.00896,0.00131
3047,Line9,SCINet,28,24.05878,39.00422,4.23838,0.12963,0.18388,0.01149,0.00169
3047,Line9,SegRNN,1,3.98362,18.72042,2.32658,0.06822,0.016,0.0008,0.00012
3047,Line9,SegRNN,14,3.08528,147.90218,9.09591,0.27829,0.01505,0.00084,0.00012
3047,Line9,SegRNN,28,3.81442,144.73228,8.99283,0.27661,0.01614,0.00101,0.00015
5678,Line9,TimeMixer,1,4.99041,30.85082,3.70088,0.11299,0.02406,0.0012,0.00018
5678,Line9,TimeMixer,7,4.18668,39.66246,4.76538,0.14602,0.01905,0.001,0.00015
5678,Line9,TimeMixer,14,3.91242,42.04232,4.93222,0.15197,0.02118,0.00118,0.00017
5678,Line9,TimeMixer,28,4.07345,47.02423,5.25423,0.16608,0.02123,0.00133,0.00019
5678,Line9,SCINet,1,35.54142,18.49029,2.87606,0.08654,0.25813,0.01291,0.0019
5678,Line9,SCINet,7,31.49584,30.01337,3.64844,0.10874,0.29482,0.01552,0.00227
5678,Line9,SCINet,14,35.62668,33.97651,4.05892,0.12263,0.23971,0.01332,0.00195
5678,Line9,SegRNN,1,3.47451,18.097,2.33057,0.06972,0.0171,0.00086,0.00013
5678,Line9,SegRNN,7,3.5031,26.3706,2.96916,0.09051,0.01656,0.00087,0.00013
5678,Line9,SegRNN,14,3.41275,143.02548,8.86473,0.2717,0.015,0.00083,0.00012
5678,Line9,SegRNN,28,3.79445,146.3348,9.06552,0.27892,0.01918,0.0012,0.00018
9012,Line9,TimeMixer,1,4.81565,33.9372,4.34019,0.13336,0.0235,0.00118,0.00017
9012,Line9,TimeMixer,7,5.04398,38.67143,4.56372,0.13755,0.02258,0.00119,0.00017
9012,Line9,TimeMixer,14,4.60194,40.00422,4.59532,0.13953,0.02118,0.00118,0.00017
9012,Line9,TimeMixer,28,4.23703,45.1682,4.92014,0.14897,0.02204,0.00138,0.0002
9012,Line9,SCINet,1,32.69529,22.04902,3.0154,0.09126,0.28079,0.01404,0.00206
9012,Line9,SCINet,7,34.31696,31.17932,3.76421,0.11276,0.27873,0.01467,0.00214
9012,Line9,SCINet,14,28.51869,36.29035,4.07718,0.12397,0.20839,0.01158,0.00169
9012,Line9,SCINet,28,31.63733,38.86567,4.28025,0.13074,0.23153,0.01447,0.00212
9012,Line9,SegRNN,1,4.14646,18.27295,2.16989,0.06349,0.01715,0.00086,0.00013
9012,Line9,SegRNN,7,4.01243,27.31569,3.02648,0.09231,0.019,0.001,0.00015
9012,Line9,SegRNN,14,3.82985,144.48581,8.94669,0.27411,0.01635,0.00091,0.00013
9012,Line9,SegRNN,28,3.32888,145.0877,8.98797,0.27655,0.01668,0.00104,0.00015
3456,Line9,TimeMixer,1,4.09043,31.43971,4.03231,0.1194,0.01962,0.00098,0.00014
3456,Line9,TimeMixer,7,4.75948,43.17141,5.12743,0.15562,0.02786,0.00147,0.00021
3456,Line9,TimeMixer,14,4.89585,43.17865,4.8628,0.14769,0.02324,0.00129,0.00019
3456,Line9,TimeMixer,28,4.39598,48.39357,5.23787,0.16127,0.02264,0.00142,0.00021
3456,Line9,SCINet,1,32.60154,19.46742,3.05269,0.09057,0.28517,0.01426,0.0021
3456,Line9,SCINet,7,31.27617,31.74226,3.76354,0.113,0.28273,0.01488,0.00217
3456,Line9,SCINet,14,30.52448,35.37875,4.08931,0.1236,0.27059,0.01503,0.0022
3456,Line9,SCINet,28,30.49313,38.80276,4.26561,0.12986,0.21943,0.01371,0.00201
3456,Line9,SegRNN,1,4.12449,18.18142,2.19897,0.06467,0.01864,0.00093,0.00014
3456,Line9,SegRNN,7,3.35297,27.18268,2.96953,0.09188,0.01939,0.00102,0.00015
3456,Line9,SegRNN,14,3.42696,146.79404,8.98624,0.2749,0.016,0.00089,0.00013
3456,Line9,SegRNN,28,3.29956,145.08575,9.01253,0.27662,0.01514,0.00095,0.00014
3047,Line9,SegRNN,7,3.98321,26.37836,2.96864,0.09067,0.01981,0.00104,0.00015
5678,Line9,SCINet,28,31.53919,38.3983,4.26514,0.13083,0.23447,0.01465,0.00215
1234,Line9,SARIMAX,1,1.89811039,2.0979,1.448424196,3.2324,,,
1234,Line9,SARIMAX,7,1.896534681,4.3621,2.025415056,5.2076,,,
1234,Line9,SARIMAX,14,1.857770443,4.8917,2.110789837,5.3166,,,
1234,Line9,SARIMAX,28,1.897009373,4.3025,1.968312674,4.9657,,,
3047,LineCP,XGBoost,1,0.151996851,1.16702136,1.080287628,2.954026875,,,
3047,LineCP,XGBoost,7,0.145752668,1.786429838,1.051104126,4.298842905,,,
3047,LineCP,XGBoost,14,0.238757133,14.65610227,3.573889329,11.1689253,,,
3047,LineCP,XGBoost,28,0.224335432,2.96192099,1.220233059,4.710186402,,,
3456,LineCP,XGBoost,1,0.144475222,0.703256112,0.838603668,2.293146481,,,
3456,LineCP,XGBoost,7,0.155050993,1.83961324,0.973357239,4.083939842,,,
3456,LineCP,XGBoost,14,0.239375591,25.94378124,4.761194643,14.54745,,,
3456,LineCP,XGBoost,28,0.242824078,3.050124352,1.260183858,4.823298673,,,
5678,LineCP,XGBoost,1,0.144045591,0.64489041,0.80305069,2.195927508,,,
5678,LineCP,XGBoost,7,0.172510386,1.683512058,0.921855556,3.977376724,,,
5678,LineCP,XGBoost,14,0.238280773,23.76402458,4.513428993,13.80521178,,,
5678,LineCP,XGBoost,28,0.226330757,3.221509955,1.273675308,5.030597702,,,
9012,LineCP,XGBoost,1,0.151116848,0.626647045,0.791610413,2.164644278,,,
9012,LineCP,XGBoost,7,0.143607378,2.339550078,1.108892702,4.698457832,,,
9012,LineCP,XGBoost,14,0.229844093,27.57679405,4.841785055,14.51639979,,,
